TABLE_NAME,TABLE_SCORE,COLUMN_NAME,COLUMN_SCORE,MODEL,DATABASE_NAME
schedule,N1,price,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,cinema
college,N1,college id,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,decoration_competition
college,N1,name,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,decoration_competition
college,N1,leader name,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,decoration_competition
college,N1,college location,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,decoration_competition
member,N1,member id,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,decoration_competition
member,N1,name,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,decoration_competition
member,N1,country,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,decoration_competition
member,N1,college id,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,decoration_competition
round,N1,round id,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,decoration_competition
round,N1,member id,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,decoration_competition
round,N1,decoration theme,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,decoration_competition
round,N1,rank in round,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,decoration_competition
phone,N1,name,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,phone_market
phone,N1,phone id,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,phone_market
phone,N1,memory in g,N2,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,phone_market
phone,N1,carrier,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,phone_market
phone,N1,price,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,phone_market
market,N1,market id,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,phone_market
market,N1,district,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,phone_market
market,N1,num of employees,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,phone_market
market,N1,num of shops,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,phone_market
market,N1,ranking,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,phone_market
phone market,N1,market id,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,phone_market
phone market,N1,phone id,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,phone_market
phone market,N1,num of stock,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,phone_market
product,N1,product id,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,store_product
product,N1,product,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,store_product
product,N1,dimensions,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,store_product
product,N1,dpi,N3,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,store_product
product,N1,pages per minute color,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,store_product
product,N1,max page size,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,store_product
product,N1,interface,N2,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,store_product
store,N1,store id,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,store_product
store,N1,store name,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,store_product
store,N1,type,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,store_product
store,N1,area size,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,store_product
store,N1,number of product category,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,store_product
store,N1,ranking,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,store_product
district,N1,district id,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,store_product
district,N1,district name,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,store_product
district,N1,headquartered city,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,store_product
district,N1,city population,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,store_product
district,N1,city area,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,store_product
store product,N1,store id,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,store_product
store product,N1,product id,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,store_product
store district,N1,store id,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,store_product
store district,N1,district id,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,store_product
third party companies,N1,company id,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,assets_maintenance
third party companies,N1,company type,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,assets_maintenance
third party companies,N1,company name,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,assets_maintenance
third party companies,N1,company address,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,assets_maintenance
third party companies,N1,other company details,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,assets_maintenance
maintenance contracts,N1,maintenance contract id,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,assets_maintenance
maintenance contracts,N1,maintenance contract company id,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,assets_maintenance
maintenance contracts,N1,contract start date,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,assets_maintenance
maintenance contracts,N1,contract end date,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,assets_maintenance
maintenance contracts,N1,other contract details,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,assets_maintenance
parts,N1,part id,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,assets_maintenance
parts,N1,part name,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,assets_maintenance
parts,N1,chargeable yn,N2,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,assets_maintenance
parts,N1,chargeable amount,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,assets_maintenance
parts,N1,other part details,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,assets_maintenance
skills,N1,skill id,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,assets_maintenance
skills,N1,skill code,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,assets_maintenance
skills,N1,skill description,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,assets_maintenance
staff,N1,staff id,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,assets_maintenance
staff,N1,staff name,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,assets_maintenance
staff,N1,gender,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,assets_maintenance
staff,N1,other staff details,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,assets_maintenance
assets,N1,asset id,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,assets_maintenance
assets,N1,maintenance contract id,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,assets_maintenance
assets,N1,supplier company id,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,assets_maintenance
assets,N1,asset details,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,assets_maintenance
assets,N1,asset make,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,assets_maintenance
assets,N1,asset model,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,assets_maintenance
assets,N1,asset acquired date,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,assets_maintenance
assets,N1,asset disposed date,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,assets_maintenance
assets,N1,other asset details,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,assets_maintenance
asset parts,N1,asset id,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,assets_maintenance
asset parts,N1,part id,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,assets_maintenance
maintenance engineers,N1,engineer id,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,assets_maintenance
maintenance engineers,N1,company id,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,assets_maintenance
maintenance engineers,N1,first name,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,assets_maintenance
maintenance engineers,N1,last name,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,assets_maintenance
maintenance engineers,N1,other details,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,assets_maintenance
engineer skills,N1,engineer id,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,assets_maintenance
engineer skills,N1,skill id,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,assets_maintenance
fault log,N1,fault log entry id,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,assets_maintenance
fault log,N1,asset id,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,assets_maintenance
fault log,N1,recorded by staff id,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,assets_maintenance
fault log,N1,fault log entry datetime,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,assets_maintenance
fault log,N1,fault description,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,assets_maintenance
fault log,N1,other fault details,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,assets_maintenance
engineer visits,N1,engineer visit id,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,assets_maintenance
engineer visits,N1,contact staff id,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,assets_maintenance
engineer visits,N1,engineer id,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,assets_maintenance
engineer visits,N1,fault log entry id,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,assets_maintenance
engineer visits,N1,fault status,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,assets_maintenance
engineer visits,N1,visit start datetime,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,assets_maintenance
engineer visits,N1,visit end datetime,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,assets_maintenance
engineer visits,N1,other visit details,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,assets_maintenance
part faults,N1,part fault id,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,assets_maintenance
part faults,N1,part id,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,assets_maintenance
part faults,N1,fault short name,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,assets_maintenance
part faults,N1,fault description,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,assets_maintenance
part faults,N1,other fault details,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,assets_maintenance
fault log parts,N1,fault log entry id,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,assets_maintenance
fault log parts,N1,part fault id,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,assets_maintenance
fault log parts,N1,fault status,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,assets_maintenance
skills required to fix,N1,part fault id,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,assets_maintenance
skills required to fix,N1,skill id,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,assets_maintenance
addresses,N1,address id,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,student_assessment
addresses,N1,line 1,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,student_assessment
addresses,N1,line 2,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,student_assessment
addresses,N1,city,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,student_assessment
addresses,N1,zip postcode,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,student_assessment
addresses,N1,state province county,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,student_assessment
addresses,N1,country,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,student_assessment
people,N1,person id,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,student_assessment
people,N1,first name,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,student_assessment
people,N1,middle name,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,student_assessment
people,N1,last name,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,student_assessment
people,N1,cell mobile number,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,student_assessment
people,N1,email address,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,student_assessment
people,N1,login name,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,student_assessment
people,N1,password,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,student_assessment
students,N1,student id,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,student_assessment
students,N1,student details,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,student_assessment
courses,N1,course id,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,student_assessment
courses,N1,course name,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,student_assessment
courses,N1,course description,N1,canine-s-collection2-upperlower-sequence-tags-best-hyperparams,student_assessment
