IDENTIFIER,SCORE
BinSbl3To,N3
BinSbl4F,N3
BinSbl4To,N3
BinSeptor,N2
BIOD_ENTRY,N2
BIOD_QID,N3
BIOD_QLD,N3
BIOD_QLT,N3
BIOD_QN,N3
BIOD_UID,N3
BioData_ID,N1
BiodataCommonName,N1
BiodataShortName,N1
BiodataTaxonHybrid,N2
BiodataTaxonName,N2
BiodataTaxonProvisional,N2
birth_city,N1
birth_country,N1
Birth_Date,N1
birth_day,N1
birth_month,N1
Birth_Place,N1
birth_state,N1
birth_year,N1
BirthCity,N1
birthDate,N1
Birthday,N1
BirthPlace,N1
BirthState,N1
BisBnkAcKy,N3
BISBnkCnt,N3
BISR,N3
BISRBnkAc,N3
BISRBnkCd,N3
BISRBranch,N2
BitmapPath,N1
BizKey,N2
bk,N3
BkChgAmt,N2
BKP,N3
BkPrpsInd,N3
Black,N1
BlAgreem,N2
BlankNo,N2
BlckDlvryP,N2
BlckFrOnly,N2
BlcNunFrom,N2
BlcNunTo,N2
BldDlvryP,N3
BlDirect,N2
BldngGIP,N3
BLen1Unit,N3
BLen2Unit,N3
BLength1,N2
Blength2,N2
BlindSpotIntervention,N1
BlindSpotInterventionId,N1
BlindSpotWarning,N1
BlindSpotWarningId,N1
BlkCredMmo,N2
BlkNegJLin,N2
BlncDue,N2
BlncTrnsfr,N2
BlobCntTyp,N2
Block,N1
BlockAtt,N2
BlockB,N2
BlockC,N2
BlockCode,N1
BlockComm,N2
BlockD,N2
BlockDunn,N2
BlockE,N2
BlockExprt,N2
BlockF,N2
BlockFax,N1
BlockFloor,N1
BlockG,N2
BlockGIP,N2
BlockH,N2
BlockI,N2
BlockMail,N1
BlockNum,N2
BlockOut,N1
BlockPrint,N1
BlockS,N2
BlockToPDF,N2
BlockWHT08,N3
BlockZeroQ,N2
BlocManPos,N2
Bluetooth,N1
BMargin,N2
BMI,N3
BNA_Account,N3
bname,N2
BNegAVal,N3
BnkAccNo,N2
BnkAccount,N2
BnkAcctCod,N2
BnkActDgts,N2
BnkActKey,N2
BnkBchDgts,N2
BnkBranch,N2
BnkChgAct,N2
BnkCntry,N2
BnkCodDgts,N2
BnkCode,N2
BNKCounter,N2
BnkCountr,N2
BnkCountry,N2
BnkCtKDgts,N2
BnkDflt,N2
BnkOpCode,N2
BnkTrnsPmM,N3
BnthQAQCSampleName,N2
Board_#,N1
Body,N1
Body_Builder_ID,N1
BODYCAT,N2
BodyClass,N1
BodyClassId,N1
BODYREGION,N1
BODYTYPE,N1
BoeAbs,N3
BoeAcc,N3
BoeAcct,N2
BoeAgent,N2
BoEBPName,N2
BoeCancIns,N2
BoeCurrSta,N2
BoeDate,N2
BoeDDFrom,N2
BoeDDTo,N2
BoeDisAmnt,N2
BoeDiscD,N3
BoEDiscnt,N2
BoeDll,N2
BoeDueDate,N2
BoeFineAmt,N2
BoeFineD,N3
BoeIntrAm,N2
BoeIntrstD,N2
BoeIOFAmt,N3
BoeKey,N2
BoeMatch,N2
BoeMovCode,N2
BoeNo,N3
BoeNum,N2
BoENumber,N2
BoeNumFrom,N2
BoeNumTo,N2
BoeOccCode,N2
BoEOnClct,N3
BoeOurNum,N2
BoePmnMn,N3
BoEPrsnt,N3
BoePtfID,N3
BoeRec,N3
BoeReport,N2
BoeReserev,N2
BOEStatClo,N2
BoeStatus,N2
BoeSum,N2
BoeSumFC,N3
BoeSumSC,N3
BoeType,N2
BoEValue,N2
BoletoPath,N2
Bonus,N1
book_club_id,N1
Book_ID,N1
Book_Title,N1
booked_amount,N1
booked_count,N1
booking_end_date,N1
Booking_ID,N1
booking_made_date,N1
booking_start_date,N1
booking_status_code,N1
Bookkeeper,N1
Bookpitype,N2
BookPurp,N2
BOPBalance,N2
border,N1
born_state,N1
BosCode,N2
Bottom,N1
BottomID,N1
BottomLine,N1
BOTYPE,N2
Box1,N1
Box1099,N1
Box2,N1
BoxCode,N1
BoxDescr,N2
BoxEffDate,N2
BoxMember,N1
BoxName,N1
BoxRptSeq,N2
BoxType,N1
Boys_or_Girls,N1
BPAcctName,N2
BpAct,N2
BPAddress,N2
BpAddrTel,N2
BPBankAct,N2
BPBankBrnc,N2
BPBankCod,N2
BpBankCode,N2
BPBankCtr,N2
BPBankNam,N2
BpBankNum,N2
BPBillAddr,N2
BPBillCode,N2
BPCardCode,N2
BPCellular,N2
BPChCntc,N2
BPChCode,N2
BPCode,N2
BpCode2,N2
BPContact,N2
BpCountry,N2
BPCtry,N3
BPCurr,N3
BPCurrency,N2
BPDelivryP,N2
BPE_Mail,N2
bpf,N3
BPFax,N2
BPFilter,N2
BPGdsIssP,N3
BPGrpCod,N3
BpGSTN,N3
BpGSTType,N2
BPIBAN,N3
BPLCentPmt,N3
BPLFrName,N3
BPLId,N3
BPLIdPmn,N3
BPLink,N2
BPLName,N3
BPLNum,N3
BPMNElDes,N3
BPMNElId,N3
BPName,N2
BPNameOW,N3
BPNo,N3
BpNoLock,N2
BPorAct,N2
BPPhone1,N2
BPPhone2,N2
BPProjCode,N2
BPShipAddr,N2
BPShipCode,N2
BPSingleP,N2
BpStateCod,N2
BPStatGSTN,N3
BPSwift,N2
BpTaxCorr,N2
BpTaxRegNo,N2
BpTaxRgNum,N2
BPTerrit,N2
BPType,N2
BpVATregNo,N3
BrachNum,N2
BrakeSystemDesc,N2
BrakeSystemType,N1
BrakeSystemTypeId,N1
Branch,N1
branch_ID,N1
BranchChk,N2
BranchName,N1
Brand,N1
BrandCode,N1
BrdrBlue,N2
BrdrGreen,N2
BrdrRed,N2
Break,N1
Break1,N1
Break2,N1
Break3,N1
BreakHr,N2
Breed,N1
breed_code,N1
breed_name,N1
BRI,N3
BrnCity,N2
BrnCNPJ,N3
BrnCntCode,N2
BrnIE,N3
BrnState,N2
Bronze,N1
browser_id,N1
BrrwrTaxPct,N3
BrrwrTaxPctScM,N3
brthCountr,N2
BsCardName,N2
BsComments,N2
BSDate,N2
BsDocDate,N2
BsDueDate,N2
BSFileNum,N2
BSInstled,N2
BSLine,N2
BslineDate,N2
BSNum,N3
BspDpmType,N2
BsPrcMode,N2
BsPstDate,N2
BSRCode,N2
BSubLineNo,N2
BsValDate,N2
BSValuDate,N2
BtchMngSys,N3
BtchStatus,N2
BtfLine,N2
BtfStatus,N2
BtmMrgn,N3
BtqAbs,N3
BTransVal,N2
BTWCity,N2
BTWDcPrvID,N3
BTWDecProv,N2
BTWICP,N3
BTWICPFmt,N3
BTWName,N2
BTWOB,N3
BTWOBFmt,N3
BTWPhone,N2
BTWStreet,N2
BTWZip,N2
BudegetId,N1
Budget,N1
Budget_in_Billions,N1
Budget_invested_percent,N1
Budget_million,N1
Budget_Type_Code,N1
Budget_Type_Description,N1
Budgeted,N1
BudgetId,N1
BudgId,N2
Bug_ID,N1
BuildDesc,N2
Builder,N1
Building,N1
building_address,N1
building_description,N1
building_full_name,N1
building_id,N1
building_manager,N1
building_phone,N1
building_short_name,N1
BuildingB,N2
BuildingF,N2
BuildinNum,N2
buildUpPlayDribbling,N1
buildUpPlayDribblingClass,N1
buildUpPlayPassing,N1
buildUpPlayPassingClass,N1
buildUpPlayPositioningClass,N1
buildUpPlaySpeed,N1
buildUpPlaySpeedClass,N1
Built,N1
built_year,N1
BuisnesDsc,N2
bulgarian_commander,N1
Bulls,N1
BusArea,N1
BusFloorConfigurationType,N1
BusFloorConfigurationTypeId,N1
Business,N1
business_id,N1
business_rates_id,N1
BusLengthFT,N2
BusType,N1
BusTypeId,N1
buyer_offered_price,N1
BuyTax,N1
BuyUnitMsr,N2
BValue,N2
BVolume,N2
BVolUnit,N2
BWdth1Unit,N2
BWdth2Unit,N2
BWeight1,N2
BWeight2,N2
BWght1Unit,N2
BWght2Unit,N2
BWidth1,N2
BWidth2,N2
BWRefID,N2
ByCompany,N1
ByDate,N1
ByField,N2
Bytes,N1
ByWh,N2
BZStRegID,N3
BZStSendID,N3
C_Match_FC,N2
C1,N3
C2,N3
C3,N3
C4,N3
C5,N3
C6,N3
CABasSum,N2
CABasSumFc,N3
CABasSumSc,N3
CActivity,N2
CAdBoardId,N2
CAI,N3
CAIDueDate,N2
CAIS,N3
CalBaseN,N2
Calc,N2
CalcAcct,N2
CalcBase,N2
CalcCase,N2
CalcCogs,N2
CalcCol,N2
CalcCond,N2
CalcCondFC,N2
CalcCondSC,N2
CalcEntry,N2
CalcFC,N2
CalcField,N2
CalcFrml,N2
CalcIntert,N2
CalcIntr,N2
CalcIntrst,N2
CalcMethod,N2
CalcNum,N2
CalcPrice,N2
CalcSC,N2
CalcTable,N2
CalcType,N2
CalcVatGrp,N2
CalcWHTCrM,N3
Calendar_Date,N1
CalendarDate,N1
Call_Index,N1
callID,N1
CallIndex,N1
CallProc,N2
callsign,N1
callType,N1
callTypeID,N1
CallUp,N1
CalMethod2,N1
CalMethod3,N1
CalRecOINM,N3
camera_lens_id,N1
Campus,N1
CampusFee,N1
Canal,N1
CANALDITCHTYPE,N1
CanApprove,N1
CanArchive,N1
CanCancel,N1
CanceJEAbs,N2
Cancel,N1
CancelAbs,N2
CancelCode,N1
CancelDate,N1
CANCELED,N1
CancelId,N1
Cancelled,N1
CancelMARK,N1
CancelOpt,N2
canceltn,N2
CancelUser,N1
CanChange,N1
CancInstr,N2
CanClose,N1
CancReason,N2
CancRecons,N2
CancRef,N2
CancResp,N2
CancStatus,N2
CanDefForm,N2
CanDelete,N1
CandExpr,N2
Candidate,N1
candidate_details,N1
Candidate_ID,N1
CanFind,N1
CanLog,N1
CanNewForm,N1
Canopy_Comp,N1
Canopy_Cover,N1
Canopy_Height,N1
CanPos,N3
CanPos_Name,N2
CanPos_Num,N3
CanSort,N1
CanYrTrnsf,N3
CAOutAcct,N2
CAOutCode,N2
Capacity,N1
Capacity_Percentage,N1
CapDate,N2
CapFactor1,N2
CapFactor2,N2
CapFactor3,N2
CapFactor4,N2
capital,N1
Captain_ID,N1
Caption,N1
CapTotal,N2
Capture_Method,N1
CaptureMethod,N1
CapType,N2
Carapace_Length,N1
Carapace_Width,N1
card_id,N1
card_number,N1
card_type_code,N1
CardCode,N1
CardExclud,N2
CardFName,N2
CardFrom1,N1
CardFrom2,N1
CardFrom3,N1
CardGroup,N1
CardId,N1
CardInclud,N2
CARDIOCOND,N2
CardName,N1
CardName2,N1
CardNum,N2
CardOrAcct,N2
CardPyName,N2
CardTo1,N2
CardTo2,N2
CardTo3,N2
CardType,N1
CardValid,N1
CaredType,N1
CARGOSRC,N2
CARGOWT,N2
Carrier,N1
CarryForw,N2
Case_burden,N1
CASEID,N1
CASENO,N1
CASENUMBER,N1
Cases,N1
CASEWGT,N2
CashAcct,N2
CashBox,N1
CashCancel,N1
CashCheck,N1
CashDifBal,N2
CashDisAcc,N2
CashDisc,N2
CashDiscAc,N2
CashDiscFC,N2
CashDiscnt,N2
CashDiscPr,N2
CashDiscSC,N2
CashDisSum,N2
CashErrRes,N2
CashExecut,N2
CashFrmBl,N2
Cashier,N1
CashLimit,N1
CashPay,N1
CashSum,N2
CashSumFC,N2
CashSumSy,N2
catalog_entry_id,N1
catalog_entry_name,N1
catalog_id,N1
catalog_level_name,N1
catalog_level_number,N1
catalog_name,N1
catalog_publisher,N1
Catalogue,N1
CatClass,N2
CatCode,N2
CateCode,N2
CategNum,N2
Categorize,N1
Category,N1
category_id,N1
category_name,N1
CategoryId,N1
CateType,N2
CatId,N2
CatName,N2
CatNo,N2
Cause,N2
CAUSE1,N1
CAUSE2,N1
CAUSE3,N1
caused_by_ship_id,N1
CAVatSum,N2
CAVatSumFc,N3
CAVatSumSc,N3
CBFilter,N2
CBIncluded,N2
CBoEDiscnt,N3
CBoEOnClct,N3
CBoEPresnt,N3
CBoERcvble,N3
CBREF,N3
CBUDF,N3
CCDEntry,N3
CCDFrom1,N3
CCDFrom2,N3
CCDLineNum,N3
CCDNum,N3
CCDNumber,N3
CCDQty,N3
CCDQuant,N3
CCDTo1,N3
CCDTo2,N3
CCMask,N2
CCOwner,N2
CctCode,N2
CctName,N2
CCTypeCode,N2
CDC,N3
CdcCode,N2
CDCDISTRIB,N2
CDCEVENT,N2
CDCEXTENT,N2
CDCFORDEPLOY,N2
CDCLONGLAT,N3
CdcOffset,N2
CDCPLANE,N2
CDCVERTLAT,N3
CDownPymnt,N2
CDPNum,N3
CDRVERCOLL,N3
CDRVERREPT,N3
CdtFilter,N2
CdtPrvDays,N3
CDTransApp,N2
CEComRate,N2
CEDivis,N3
CEDivision,N2
CEECFlag,N2
cell_mobile_number,N1
cell_mobile_phone_number,N1
cell_number,N1
CELLDAM,N2
Cellolar,N2
Cellular,N1
CemCode,N2
CemDescr,N2
CemRelvnt,N2
Census_Ranking,N1
Centerline,N1
CentPmtInc,N2
CentPmtOut,N2
CentrPay,N2
CenVatCom,N3
CEO,N3
CERange,N2
CERegNo,N2
Ceritified_Data_Update,N1
CerSeries,N2
CertBKeep,N2
CertDetail,N2
CertificationDate,N1
CertificationExpires,N1
Certified,N1
Certified_by,N1
Certified_date,N1
CertifNum,N2
CertNum,N2
CertWHT,N3
CesIntAcct,N2
CessAcc,N2
CessAmnt,N2
CessAmntFC,N3
CessAmntSC,N3
CessAppl,N2
CessApplFC,N3
CessApplSC,N3
CessBAmt,N2
CessBAmtFC,N3
CessBAmtSC,N3
Cession,N1
CessRate,N2
CEST,N3
CESTCode,N2
CESTrel,N3
CFDiExport,N2
CFHId,N3
CFHName,N3
CfmDate,N2
CfmQty,N3
CFOPCode,N2
CFOPII,N3
CFOPIIS,N3
CfopIn,N3
CFOPIOS,N3
CFOPOE,N3
CFOPOIS,N3
CFOPOOS,N3
CfopOut,N3
CFTId,N3
CfwAsnMust,N3
CFWId,N3
CfwInDflt,N3
CFWName,N2
CfwOutDflt,N3
CfwRlvnt,N3
cg,N3
CgsOcrCod,N3
CgsOcrCod2,N3
CgsOcrCod3,N3
CgsOcrCod4,N3
CgsOcrCod5,N3
CgstAcc,N3
CgstAmnt,N3
CgstAmntFC,N3
CgstAmntSC,N3
CgstAppl,N3
CgstApplFC,N3
CgstApplSC,N3
CgstBAmt,N3
CgstBAmtFC,N3
CgstBAmtSC,N3
CgstRate,N2
ChainCode,N1
ChainName,N1
chainStore,N1
Chair_Name,N1
ChallanBak,N2
ChallanDat,N2
ChallanNo,N2
chanceCreationCrossing,N1
chanceCreationCrossingClass,N1
chanceCreationPassing,N1
chanceCreationPassingClass,N1
chanceCreationPositioningClass,N1
chanceCreationShooting,N1
chanceCreationShootingClass,N1
ChangeBy,N1
ChangeCode,N1
ChangeDate,N1
ChangeRdr,N2
ChangeTime,N1
ChangExist,N2
ChangFlags,N2
Channel,N1
channel_code,N1
Channel_ID,N1
ChannlBP,N2
Chapter,N1
ChapterID,N1
Char_cells,N2
Character,N1
characteristic_data_type,N1
characteristic_id,N1
characteristic_name,N1
characteristic_type_code,N1
characteristic_type_description,N1
charge_amount,N1
charge_id,N1
charge_type,N1
Chargeable,N1
chargeable_amount,N1
chargeable_yn,N2
Charged,N1
ChargedQty,N1
ChargerLevel,N1
ChargerLevelId,N1
ChargerPowerKW,N2
CharMonth,N2
Charset,N2
ChartAcct,N2
ChartCus,N2
ChartType,N1
ChBPSerie,N3
ChckLine,N2
ChCtrAPAct,N3
ChCtrARAct,N3
ChDocAbs,N2
ChDocLine,N2
ChDocType,N2
CheckAbs,N2
CheckAcct,N2
CheckAct,N1
CheckBox0,N1
CheckBox1,N1
CheckBox10,N1
CheckBox11,N1
CheckBox12,N1
CheckBox13,N1
CheckBox14,N1
CheckBox15,N1
CheckBox16,N1
CheckBox17,N1
CheckBox18,N1
CheckBox19,N1
CheckBox2,N1
CheckBox20,N1
CheckBox21,N1
CheckBox22,N1
CheckBox23,N1
CheckBox24,N1
CheckBox25,N1
CheckBox26,N1
CheckBox27,N1
CheckBox28,N1
CheckBox29,N1
CheckBox3,N1
CheckBox30,N1
CheckBox31,N1
CheckBox32,N1
CheckBox33,N1
CheckBox34,N1
CheckBox35,N1
CheckBox4,N1
CheckBox5,N1
CheckBox6,N1
CheckBox7,N1
CheckBox8,N1
CheckBox9,N1
CheckBoxB,N1
CheckDate,N1
CheckDigit,N1
Checked,N1
CheckedBP,N2
Checker,N1
CheckFiles,N1
CheckIn,N1
CheckKey,N1
CheckLine,N1
CheckNum,N2
CheckOut,N1
CheckPmnt,N2
CheckPmntM,N2
ChecksBal,N2
ChecksBalL,N2
ChecksBalS,N2
CheckSum,N1
CheckSumFC,N2
CheckSumSy,N2
ChfAcc,N3
ChgAsmBoMW,N3
ChgID,N2
ChgTimest,N2
ChgUser,N2
CHILDDATEMAN,N2
ChildId,N1
CHILDMAKE,N2
CHILDMANUF,N2
CHILDMODEL,N2
CHILDMODELNO,N2
ChildNum,N2
CHILDPOSITION,N1
CHILDSEATNO,N1
CHILDSEATUSE,N1
CHILDSEATYPE,N2
chip_model,N1
ChItmSerie,N2
Chk100Name,N2
Chk100NPl,N3
ChkDupRef,N2
ChkHash,N2
ChkInDate,N2
ChkInLoc,N2
ChkIntgCre,N3
ChkIntgUpd,N2
ChkInTime,N2
ChkLatitu,N2
ChkLontitu,N2
ChkName,N2
ChkNamePl,N2
ChkNum,N2
ChkOutDate,N2
ChkOutDrft,N2
ChkOutTime,N2
ChkPaper,N2
ChkQtyINV,N2
ChkQunty,N2
ChkRefBP,N2
ChkRefYear,N2
ChkType,N2
ChkWrdOnly,N2
ChlnBank,N2
ChlnDate,N2
ChlnMemo,N2
ChlnNo,N2
ChnCrdCode,N2
ChnCrdCon,N2
ChnCrdName,N2
ChngPrice,N2
Choice,N1
Choose,N1
Chrctrstcs,N2
Chromosome,N1
Church_ID,N1
cid,N3
CIG,N3
CigCup,N2
CigFrom,N2
CigTo,N2
Cinema_ID,N1
CINFStamp,N2
CINJSEV,N2
CINJURED,N2
CiOppLineN,N2
circuitId,N1
circuitRef,N2
CIShbQty,N3
CISS,N3
CitAddress,N2
citation_num,N1
CitCity,N2
cited,N1
citedPaperId,N1
citing,N1
citingPaperId,N1
Citizenship,N1
citizenshp,N2
CitPinCode,N2
CITY,N1
City_Area,N1
city_code,N1
City_ID,N1
city_name,N1
City_Population,N1
City_Town,N1
CityB,N2
CityDlvryP,N2
CityF,N2
CityGIP,N2
CityS,N2
CityTown,N1
CkeckPaper,N2
Claim_Header_ID,N1
Claim_ID,N1
Claim_Outcome_Code,N1
Claim_Processing_ID,N1
Claim_Stage_ID,N1
Claim_Status_Code,N1
Claim_Status_Description,N1
Claim_Status_Name,N1
Claim_Type_Code,N1
ClaimRefun,N1
Class,N1
Class_A,N2
Class_AA,N2
CLASS_CODE,N1
Class_President_Vote,N1
CLASS_ROOM,N1
CLASS_SECTION,N1
Class_Senator_Vote,N1
CLASS_TIME,N1
CLASS1,N2
CLASS2,N2
ClassID,N1
Classifier,N1
Classroom,N1
Clean_Jerk,N1
ClearAccRe,N2
ClearAct,N2
Cleared,N1
ClgCode,N2
ClgID,N3
ClienGroup,N2
Client,N1
Client_ID,N1
ClientIP,N2
ClientName,N1
Climber_ID,N1
CllctAutho,N2
CllctAutor,N2
ClnpDate,N3
ClnpScn,N3
ClntQryGrp,N3
ClnZeroPln,N3
CloPrcnt,N3
ClosBrackt,N2
CLOSE,N1
Closed,N1
CloseDate,N1
ClosedQuot,N2
ClosePQ,N2
ClosePrcnt,N2
closeTime,N1
CloseVerNm,N2
CloseWipV,N2
CLOSING,N1
ClosingAcc,N2
ClosingOpt,N2
closure_authorised_by_staff_id,N1
Cloud,N1
cloud_cover,N1
Clouds,N1
ClrAcqAct,N2
ClrDscAct,N2
ClsDate,N2
ClsDateNum,N2
ClsDtCode,N2
ClsInTP,N3
ClsNoConfi,N2
ClsZoDiffR,N2
Club_ID,N1
Club_ID_1,N1
Club_ID_2,N1
Club_name,N1
ClubDesc,N2
ClubID,N1
ClubLocation,N1
ClubName,N1
ClusterId,N1
Clusters,N1
CMAX,N3
CMAXHEIGHT,N2
CMAXLOCATION,N2
CmdDisBoth,N2
CmfMenuId,N2
cmi_cross_ref_id,N2
cmi_details,N2
CmltStrtg,N3
CmpanyName,N2
CmpCity,N2
CmpCNPJ,N3
CmpCntCode,N2
CmpIE,N3
CmpltQty,N2
CmpName,N2
CmpnTypeFR,N2
Cmpny,N2
CmpnyAddrF,N2
CmpPrivate,N2
CmpState,N2
CnAddrType,N2
CNAECode,N2
CNAEId,N3
CName,N2
CnclDps,N3
CnclMaxDay,N2
cnfrmrNum,N3
CNJPMan,N3
CnnectAddr,N2
CnPerson,N2
CNPJDlvryP,N3
CNPJGIP,N3
CNPJOfIT,N3
CnsdVendor,N2
CnstCostFR,N2
CntAddr,N2
CntAfter,N2
CntBefore,N2
CntBlnc,N3
CntCode,N2
CntCodNum,N2
CntctCode,N2
CntctDate,N2
CntctName,N2
cntctPhone,N2
CntctPrsn,N2
CntctSbjct,N2
CntctTime,N2
CntctType,N2
CntEmail,N2
Cnterpart,N2
CntFax,N2
CntFax_3p,N3
CntMobile,N2
CntPers_3p,N3
CntPersID,N2
CntPerson,N2
CntPhon_3p,N3
CntPhone,N2
CntPstn,N3
cntrctDate,N2
cntrctEnd,N2
CntrcTmplt,N3
cntrctStrt,N3
CntrctType,N2
CntrcType,N2
CntrlBnk,N2
CntrOrigin,N2
CntryPay,N2
CntTel,N2
CntTitle,N2
CntUnitMsr,N3
CntyDlvryP,N3
CO_MMI_OTU1,N3
CO_MMI_OTU2,N3
CO_MMI_OTU3,N3
CO_RIVPACS_2009_OTU,N3
CoAccount,N2
Coach_ID,N1
Coach_name,N1
Coastline,N1
CockpitId,N1
CodAj,N3
CodAjApur,N3
CodAut,N2
CodDa,N3
Code,N1
Code1,N1
Code2,N1
Code3,N1
Code4,N1
CodeBars,N1
CodeID,N1
CodeIn,N1
Codelist,N1
CodeOut,N1
CodePage,N1
codeshare,N1
CodeStr,N2
CodMod,N2
CodPart,N2
CodRec,N2
COFINSSum,N2
COGM_Act,N3
CogsAcct,N2
CogsAmByCC,N3
CogsAmnt,N2
COGSByCC,N3
CogsCredit,N2
CogsDebit,N2
CogsOcrCo2,N3
CogsOcrCo3,N3
CogsOcrCo4,N3
CogsOcrCo5,N3
CogsOcrCod,N2
CogsQty,N2
CogsVal,N2
CogsValue,N2
ColAlias,N2
ColDesc,N2
ColEdit,N2
ColID,N2
ColIsUsed,N2
CollCode,N2
CollDate,N2
CollecAuth,N2
CollectDT,N2
Collection_Location,N1
Collection_Notes,N1
College,N1
college_id,N1
College_Location,N1
CollMeth,N2
ColName,N2
Color,N1
color_code,N1
color_description,N1
Colors,N1
ColSel,N2
ColToken,N2
ColUID,N2
ColumnDesc,N2
columnFlags,N1
ColumnId,N1
ColumnName,N1
ColumnNum,N2
ColumnSize,N1
ComisCurr,N2
ComisFC,N3
ComissAct,N2
ComissDate,N2
Comission,N1
ComissnSys,N2
Command,N1
CommandID,N1
CommClass,N2
CommCode,N2
CommDesc,N2
Comment,N1
Comments,N1
CommentsRhithron,N1
CommentsRhithronXROMN,N2
CommentsROMN,N3
CommerReg,N2
CommGrCode,N2
CommID,N2
CommisGrp,N2
CommisPcnt,N2
Commission,N1
COMMISSION_PCT,N2
CommisSum,N2
CommisVat,N2
CommitQty,N2
Committee,N1
CommMeanID,N2
Common_Name,N1
CommonName,N1
COMORBOTH,N2
Compact_be_exit,N2
CompAddres,N2
Company,N1
company_address,N1
company_id,N1
company_name,N1
company_type,N1
CompanyCd,N2
CompanyCod,N2
CompanyDB,N2
CompanyHis,N2
CompanyId,N1
CompanyNum,N2
CompanySta,N2
CompanyVer,N2
CompareFld,N2
compatible_since_year,N1
CompBlock,N2
CompCity,N2
CompCntry,N2
CompCounty,N2
CompDeclID,N2
CompetId,N2
Competition,N1
Competition_ID,N1
Competition_type,N1
CompExpr,N2
CompFldNum,N2
CompFolder,N1
CompISRBil,N3
complaint_id,N1
complaint_outcome_code,N1
complaint_status_code,N1
complaint_type_code,N1
CompletenessReport,N1
CompName,N2
CompNature,N2
CompnyAddr,N2
CompnyGUID,N2
CompnyName,N1
CompnyType,N1
Component,N1
CompOper,N2
CompOrgNum,N2
Composer,N1
CompoWH,N2
CompQualif,N2
CompState,N2
CompStreet,N2
CompTaxNum,N2
CompTblIdx,N2
CompTotal,N2
Comptroller,N1
CompType,N2
Computer,N1
CompValue,N2
CompZip,N2
ComTrade,N2
ComTradeRt,N2
ConcActNum,N2
concert_ID,N1
concert_Name,N1
ConCerti,N2
Concess,N2
Cond_Num,N2
Cond_Text,N2
Cond1,N2
Cond2,N2
Cond3,N2
Cond4,N2
Cond5,N2
CondCase,N2
CondEndVal,N2
CondId,N2
Condition,N1
CondNum,N2
Conds,N2
CondTable,N2
Conductivity,N1
Conductor_ID,N1
CondVal,N2
ConfDate1,N2
ConfDate2,N2
ConfDate3,N2
ConfDate4,N2
ConfID,N2
CONFIDENCE,N1
ConfigDate,N2
ConfigEntr,N2
ConfigName,N2
ConfigPath,N2
ConfigTime,N2
Confirm,N1
Confirmat,N2
Confirmed,N1
Confirmed1,N1
Confirmed2,N1
Confirmed3,N1
Confirmed4,N1
ConFldID,N2
ConfNum,N2
ConfTime1,N2
ConfTime2,N2
ConfTime3,N2
ConfTime4,N2
ConfType,N2
ConName,N2
ConnBP,N3
Connection,N1
Connector,N1
ConnID,N2
Consider_rate,N1
ConsiderBP,N2
ConsiderTy,N2
Consig,N2
Consolidat,N2
ConsolNum,N2
ConstCosts,N2
CONSTRUCTIONMATERIAL,N1
constructorId,N1
constructorRef,N2
constructorResultsId,N1
constructorStandingsId,N1
ConsumeFCT,N2
ConsumeMtd,N2
CONTACT,N1
Contact_ID,N1
Contact_Notes,N1
contact_number,N1
contact_phone,N1
Contact_Role,N1
contact_staff_id,N1
contactCod,N2
ContactEmailAddress,N1
ContactID,N1
ContactInstructions,N1
ContactLog,N1
ContactOrganization,N1
ContactPer,N1
ContactVoiceTelephone,N1
Container,N1
CONTAREA,N2
CONTCOMP,N2
contctCode,N2
CONTENT,N1
contestant_name,N1
contestant_number,N1
ContId,N2
ContIndex,N2
continent,N1
Continuation_of,N1
ContInvnt,N2
ContraAct,N2
contract,N1
contract_end_date,N1
contract_start_date,N1
ContractID,N1
ContResp,N2
CONTRIB,N2
ControlKey,N1
ConvDifAct,N2
Converted,N1
ConvertTo,N1
ConvUnit,N2
CoopAssocT,N2
Coord_Syst,N2
Coord_System,N2
Coord_Units,N2
Coord_upd,N2
COpenDebts,N2
Copied,N1
Copies,N1
COpnBlnAct,N2
copy_number,N1
CopyEmtVal,N2
CopyMethod,N1
CopyNumber,N1
CopyOption,N1
CopySource,N1
CopyTarget,N1
CopyToProd,N2
CopyToTrgt,N2
CopyType,N1
Corisptivi,N2
CorrAPInv,N3
CorrAPRev,N3
CorrARInv,N3
CorrARRev,N3
CorrDate,N2
CorrDeclNo,N2
Correction,N1
CorresAcct,N2
CorrExt,N2
CorrInv,N2
CorrInvoic,N2
CorrMonth,N2
CorRowNo,N2
CorrSgn,N2
CorrType,N2
CorrYear,N2
Cost,N1
Cost_Match,N1
cost_of_treatment,N1
CostAct,N2
CostCateg,N2
CostCenter,N1
CostFactor,N1
CostFC,N2
CostMethod,N1
CostName1,N1
CostName10,N1
CostName2,N1
CostName3,N1
CostName4,N1
CostName5,N1
CostName6,N1
CostName7,N1
CostName8,N1
CostName9,N1
CostOffAct,N2
CostOH,N2
CostPrcLst,N2
CostQty,N2
CostRevAct,N2
CostRvlAct,N2
CostSum,N2
CostSumFC,N2
CostSumSC,N2
CostTotal,N1
CostType,N1
CostVal1,N2
CostVal10,N2
CostVal2,N2
CostVal3,N2
CostVal4,N2
CostVal5,N2
CostVal6,N2
CostVal7,N2
CostVal8,N2
CostVal9,N2
COTcode,N2
council_tax_id,N1
Count,N1
count_hired,N1
CountDate,N1
