text,category,label
LOCMANTRAN,N2,1
wtr5,N3,2
airport_aircraft,N1,0
OpprType,N2,1
EmlGrpCode,N2,1
InsurOp347,N3,2
AMOUNT_PAID,N1,0
atom,N1,0
COSTVAL5,N2,1
endtotal,N1,0
COMPANYDB,N2,1
PERACQ,N2,1
Tree_Tag_ID,N2,1
addonrun,N1,0
tbl_plot,N2,1
FINISHED,N1,0
vat_rating,N2,1
PMG4,N3,2
TaxDistMtd,N2,1
COGSACCT,N2,1
APT_ID,N2,1
SPDPKEY2,N3,2
LINMANCLSD,N2,1
DutyStatus,N1,0
Eliminated_By,N1,0
DPAPPLGRSS,N3,2
rrr17,N3,2
TreeType,N1,0
INCLUDE,N1,0
oei2,N3,2
OCFX,N3,2
oacs,N3,2
Quotations,N1,0
tlu_species_lavo,N2,1
HOUSBNKCRY,N2,1
reindex,N1,0
fault_log_entry_id,N1,0
ordrstatus,N2,1
STOCK,N1,0
VerifNum,N2,1
satenabled,N2,1
ratebase,N1,0
threatlevl,N2,1
TBLNPSPECIES,N2,1
FromPane,N1,0
pkgName,N1,0
outparamid,N2,1
userlink,N2,1
OISL,N3,2
ResStdExp6,N3,2
dpscntrcod,N2,1
LANGUAGE,N1,0
imt11,N3,2
NUM_OF_SHAFF_IN_CHARGE,N1,0
ingredient,N1,0
player_fifa_api_id,N2,1
things,N1,0
BrdrGreen,N2,1
ToZipCode,N1,0
hydro_net_builderr,N1,0
ATTRITXT3,N3,2
building_description,N1,0
OBJECTC13,N3,2
PrvComsnPr,N3,2
BASESEQ,N2,1
CONDS,N2,1
personcreditcard,N1,0
SEGMENT_0,N1,0
SUMMARY,N1,0
sysdsc,N2,1
HAPPY_HOUR_MEMBER,N1,0
YEARAMT,N2,1
endstr,N2,1
DRGINV,N3,2
POSEqNum,N2,1
showatcard,N1,0
bgdname,N2,1
arexpact,N2,1
ORDINALNUM,N2,1
_RIGHT,N1,0
ExportDate,N1,0
BUSINESS_RATES,N1,0
unschestdt,N3,2
DPO6,N3,2
homeCounty,N1,0
PERMANENT_ADDRESS_ID,N1,0
available_yn,N2,1
suppbkline,N2,1
kpsname,N2,1
X,N3,2
speciesnotes,N1,0
SLR1,N3,2
weekly_weather,N1,0
BOEONCLCT,N3,2
INCIDENT_SUMMARY,N1,0
bankname,N1,0
bpcode,N2,1
billing_postal_code,N1,0
expensesac,N2,1
AUTHUPDDAT,N2,1
childmanuf,N2,1
docobjtype,N2,1
allowedto,N1,0
property_type_code,N1,0
OIGN,N3,2
basevat,N2,1
DOCTIME,N2,1
ROLE,N1,0
DETAILTYPE,N1,0
purformula,N2,1
YEAR_JOIN,N1,0
DistAmnt,N2,1
ORDERLINE,N1,0
ige12,N3,2
GNP,N3,2
MANREMARK,N2,1
subperiod,N1,0
SESTARTDAT,N2,1
SLPCODE,N2,1
ACTUAL_DELIVERY_DATE,N1,0
AddrTypeH,N2,1
chip_model,N1,0
costoffact,N2,1
OrigWizId,N2,1
ReleasDate,N1,0
In_protocol,N2,1
GOVID,N2,1
rin14,N3,2
GBI12,N3,2
CalcIntrst,N2,1
batterya_to,N2,1
wreldate,N2,1
UpHydroSeq,N2,1
SUBOPTION,N1,0
ProductPhoto,N1,0
svm2,N3,2
expnprffnd,N3,2
ecomergstn,N3,2
stocknobas,N2,1
COMPANY_NAME,N1,0
ddtkey,N3,2
qauntity,N1,0
linkact_1,N2,1
dnlevelpathid,N2,1
MRV2,N3,2
code,N1,0
architect,N1,0
BLOCKF,N2,1
FromSum,N1,0
tbl_Db_Meta,N2,1
Defaults,N1,0
EAEU,N3,2
BIRTH_COUNTRY,N1,0
ALOCCSTACT,N2,1
DELISTRTG,N2,1
ExchDiff,N2,1
RETIREQTY,N2,1
ESSAYS,N1,0
ADO10,N3,2
ALBUM,N1,0
SourceAirport,N1,0
oses,N3,2
curamount,N2,1
SNBOpenQty,N2,1
Designation_Name,N1,0
WTBLOCKED,N2,1
FLOWELEMID,N2,1
WipOffPlAc,N2,1
oprline,N2,1
IGE15,N3,2
ExpensesSC,N2,1
CALCINTR,N2,1
SEQ,N2,1
icao,N3,2
BAGDVLAT,N3,2
DEFINEDQTY,N2,1
EDGEDISTZ,N2,1
DFLTREPORT,N2,1
NNM5,N3,2
RECONSUMFC,N2,1
PRQ7,N3,2
language,N1,0
parampath,N2,1
PARENTTYPEID,N1,0
ExistStock,N2,1
cntcodnum,N2,1
ActPrCost,N2,1
STRLENGTH,N2,1
cashdiscfc,N2,1
WRITEUPDUR,N2,1
baseline,N1,0
FNOL_ID,N3,2
qrmaxsize,N2,1
section,N1,0
vice_manager_name,N1,0
TOTALUNITS,N1,0
cstsecrc,N3,2
EDocSName,N2,1
CfmDate,N2,1
launch,N1,0
Invoice,N1,0
PCH22,N3,2
SpiltTrans,N2,1
IsMultiBP,N2,1
CstmExpAcc,N3,2
PROBLEM_STATUS_CODE,N1,0
STATE,N1,0
tlu_can_pos,N2,1
broadcast,N1,0
objname,N2,1
CSTRECST,N3,2
expref11,N3,2
OUTX,N3,2
QRYGROUP10,N2,1
AIT7,N3,2
debamount,N2,1
SURFACE,N1,0
FILEREPORT,N1,0
ABWVAT,N3,2
signaggr,N2,1
area,N1,0
PQT1,N3,2
DeprMethod,N2,1
WIDTH,N1,0
arts,N3,2
contact_number,N1,0
POSTS,N1,0
ApplEqSc,N2,1
OP_15,N3,2
TaxCtgrBL,N3,2
tblfitm,N3,2
romn_short_name,N2,1
RetPortion,N2,1
OIVQ,N3,2
ROUser,N2,1
GTotal,N2,1
BLOBCNTTYP,N2,1
Artwork_ID,N1,0
OtherCred,N2,1
revresvclr,N2,1
tdsamntfc,N3,2
AIT6,N3,2
Weight,N1,0
StatCode,N2,1
UDFTABLE_1,N3,2
ISSTATPROC,N2,1
ctacttax,N2,1
ismandimp,N2,1
ISPRGRSS,N3,2
CRDREFDATE,N2,1
OCRTO4,N3,2
rdr19,N3,2
principal_activities,N1,0
ReorderFrm,N2,1
FNAMESP,N2,1
VarNum,N2,1
award_id,N1,0
enbdecword,N3,2
lettergrade,N1,0
Override,N1,0
TaxRptFrm,N2,1
scoringsup,N2,1
custproc,N2,1
Book_ID,N1,0
organisations,N1,0
evdriveunitid,N2,1
ToAddres1,N2,1
MAILED_TO_ADDRESS_ID,N1,0
CSI24,N3,2
RcmWO,N3,2
INACTRPT,N2,1
Number_products,N1,0
STDCOST9,N2,1
IMPORT_benthos_OE_OE_P_5,N3,2
GODDSSHIP,N2,1
encryptiv,N2,1
CGSOCRCOD2,N3,2
dorm_name,N1,0
COMPISRBIL,N3,2
revsource,N2,1
RECENTDAY,N1,0
revenue,N1,0
EXTTAXSUMF,N2,1
DCTSUMFC,N3,2
WBDHU2,N3,2
AddFrNavyA,N2,1
dpstacct,N2,1
TAAS,N3,2
BoeReport,N2,1
interimtyp,N2,1
stateuf,N2,1
BdgtPORDoc,N3,2
centpmtinc,N2,1
SINGLEPYM,N2,1
MatchRef,N2,1
PmnObjType,N2,1
BgdName,N2,1
Shop_Details,N1,0
SourceCurrentnessReference,N1,0
AIT1,N3,2
DSC1,N3,2
ATTACHMENT,N1,0
PWDEXAMPLE,N2,1
coverclass_text,N1,0
meter_200,N1,0
Representative_ID,N1,0
BREAK1,N1,0
CostSum,N2,1
ONHLDPERT,N2,1
attritxt11,N3,2
gdb_replicalog,N2,1
sub,N2,1
EXEMPT,N1,0
NETVALUEFC,N2,1
ENBLVPMREP,N3,2
SAMPLE_SUBMISSION,N1,0
buyunitmsr,N2,1
EXCHDIFF,N2,1
chknamepl,N2,1
vatline,N2,1
NUMNAME,N2,1
LFBSheetPr,N2,1
idtype,N2,1
menuitem,N1,0
taxcomid,N2,1
MRV1,N3,2
COSTNAME10,N1,0
competition_id,N1,0
NOTE,N1,0
FIXASTMOD,N2,1
MDC2,N3,2
UNIVERSITY,N1,0
MONENABLED,N2,1
SpDprKey2,N3,2
AMOUNTLC,N2,1
SysBalLine,N2,1
ign27,N3,2
ALLOCAMNT,N2,1
fnol_id,N3,2
NUMEVNTS,N2,1
cpybomatc,N3,2
Param_1,N3,2
middleinit,N2,1
UILM1,N3,2
tbl_tree_tags,N2,1
cpi26,N3,2
CUNPAIDBOE,N2,1
rptlist,N2,1
IssueVATID,N3,2
RESTORED_DATE,N1,0
EDocURL1,N2,1
IsPLA,N3,2
FixAstMod,N2,1
TARTYPE,N2,1
BnkBranch,N2,1
ChkName,N2,1
NURSE,N1,0
linedirty,N1,0
date_stored,N1,0
SriUniqFld,N3,2
percofacq,N2,1
BNKCTKDGTS,N2,1
CpRfshEnbl,N3,2
housbnkbrn,N2,1
checkout,N1,0
lname,N2,1
Marketing_Region_Name,N1,0
cpi19,N3,2
Gradeconversion,N1,0
ait6,N3,2
LinkAct_6,N2,1
FatherLn,N2,1
WTRQ,N3,2
invertebrates,N1,0
chkqunty,N2,1
MICROHAB,N2,1
Wtrq,N3,2
BlockZeroQ,N2,1
CountryS,N2,1
modename,N1,0
UGR1,N3,2
PRODUCTS_IN_EVENTS,N1,0
RDR28,N3,2
acccategory,N2,1
planqty,N2,1
COVERPERCENT,N1,0
prmry,N2,1
ARINVABS,N3,2
CURYRAMNT,N2,1
discamnt,N2,1
effort,N1,0
QueryCol,N2,1
DsplyRates,N2,1
descriptio,N2,1
IgnFail,N2,1
POSTABLE,N1,0
BFNETDCNTF,N3,2
PRVCOMSNPR,N3,2
CUSTNAME,N2,1
EngineValveTrainDesign,N1,0
original_language_id,N1,0
OpenNegInv,N2,1
spMaxAmnt,N2,1
factnocust,N2,1
CLNPDATE,N3,2
IntCat2,N3,2
DPI27,N3,2
CycleType,N1,0
TRANSACTION_TYPE,N1,0
dorm_amenity,N1,0
PURCHTAX,N2,1
SRTEXT,N2,1
creatstatu,N2,1
taxid5,N1,0
UNDERGRADUATE,N1,0
rctabs,N3,2
OTER,N3,2
BtmMrgn,N3,2
apinvamntf,N2,1
degrees,N1,0
isvalidkey,N1,0
PRODNAME,N2,1
expappl,N2,1
EndBlncF,N2,1
por8,N3,2
Relate_ID_A,N3,2
CIN13,N3,2
CONTRACT_START_DATE,N1,0
ExtCode,N2,1
APPLDCT,N2,1
tv_series,N1,0
LASTPMNTYP,N2,1
OCRP,N3,2
LAYER,N1,0
WINNER_RANK_POINTS,N1,0
Freeze,N1,0
totalfeefc,N2,1
ModeName,N1,0
CFWASNMUST,N3,2
ISDFPORTEX,N3,2
oldcycle,N1,0
CUPC,N3,2
expndsel,N2,1
ENBLGLMANP,N3,2
start_station_name,N1,0
doctodate,N2,1
PATH6,N1,0
RevRefNo,N2,1
building_id,N1,0
penalties,N1,0
loadcustom,N1,0
CompCounty,N2,1
MDStyle,N2,1
MaxGX,N2,1
dpdtdlvryp,N3,2
Customers_Cards,N1,0
MovmntCode,N2,1
SLCODE,N3,2
FROMPANE,N1,0
OSLD,N3,2
First_Notification_of_Loss,N1,0
DIMENSIONS,N1,0
FUNCNAME,N2,1
banktransf,N2,1
CanArchive,N1,0
payoutvat,N2,1
ECheck,N2,1
user_code,N2,1
PERMITNO,N2,1
DETENTION,N1,0
BPCellular,N2,1
OHTM,N3,2
acc_regular_season,N2,1
frntbump,N2,1
DfltExpn,N3,2
BaseRowNum,N2,1
ENROLL,N1,0
current_romn_otu_id,N2,1
OXAP,N3,2
DPMDRAWN,N2,1
EXPDECLDAT,N3,2
officeExt,N2,1
enbsgmnact,N3,2
TBLNUM,N2,1
BaseAmnt,N2,1
pmnobjtype,N2,1
Template_ID,N1,0
SUBJECTS,N1,0
DIRECTL,N3,2
PAYDATE,N1,0
Phase,N1,0
EventID,N1,0
PRQ23,N3,2
RepCompany,N2,1
ToPane,N2,1
RUNS,N1,0
AUTOWT,N2,1
order_status,N1,0
totalfob,N2,1
RELSO,N3,2
ZipCodeF,N2,1
disabled,N1,0
WIMPFILE,N3,2
invpayamnt,N2,1
DATE_MOVED_IN,N1,0
accvpercar,N3,2
decval,N2,1
game_publisher,N1,0
DebitCredi,N2,1
MonStart,N2,1
CUSTOMER_EVENT_NOTE_ID,N1,0
DAY_FROM1,N1,0
bevergrpc,N2,1
grade,N1,0
CreditSum,N2,1
PMG1,N3,2
coord_upd,N2,1
SRVGPPRCNT,N3,2
EDG1,N3,2
STATUSTO,N2,1
minbalcurr,N2,1
ORIGWHS,N3,2
DATSUBKEY2,N2,1
HOSPVITALTIME,N2,1
hse_feature_3,N2,1
info2field,N1,0
INCLASSTYP,N2,1
drn1,N3,2
processorder,N1,0
fielddesc,N2,1
fire,N1,0
DAMBPILLAR,N3,2
TAXSUMORGF,N2,1
SWIMMER_ID,N1,0
COMPANY_TYPE,N1,0
addiunit,N2,1
Feb,N2,1
BAGDVBES,N3,2
Video_Games,N1,0
dvrank,N3,2
AIN9,N3,2
ocig,N3,2
CSTCODE,N2,1
itemno,N2,1
operatcode,N2,1
Title,N1,0
rttdnldadr,N3,2
RPD13,N3,2
ENBSUPPLC,N3,2
ObjectC9,N3,2
CUMI,N3,2
INMBASEREF,N3,2
LNINTACCT,N2,1
location_code,N1,0
feb,N2,1
TributType,N1,0
RDR1,N3,2
replegal,N2,1
outgotype,N2,1
rowidth1,N2,1
IsAqcuistn,N2,1
TransValue,N2,1
cigcup,N2,1
UNPDPR,N3,2
rental_duration,N1,0
POINTNUMBER,N1,0
dtdoc,N3,2
inwhsqty,N3,2
oredrnum1,N2,1
CUMF,N3,2
AssetGroup,N1,0
salesterritory,N1,0
ErrorLine,N1,0
DPRAREA,N2,1
invoicenum,N2,1
stdp2abs,N3,2
CTRYDLVRYP,N2,1
resexpense,N2,1
INC11,N3,2
RPD,N3,2
IGSTAMNT,N3,2
nest_id,N1,0
DIFFPERCNT,N2,1
particular,N1,0
other_order_details,N1,0
BaseCurr,N2,1
CutByObj,N2,1
wp,N3,2
EXTVATSUM,N2,1
NUMOFPMNTS,N2,1
AcqDate,N2,1
num_employees,N1,0
SALESLIMIT,N1,0
ATTORNEY_GENERAL,N1,0
calcbase,N2,1
jurisdict,N2,1
InstancePk,N2,1
WTM2,N3,2
TotalFob,N2,1
EDOCMAPID,N2,1
NATION,N1,0
product_size,N1,0
Transect_ID,N1,0
rpd5,N3,2
RRRCONFRMD,N3,2
param_16,N3,2
TOFCODE,N3,2
atx3,N3,2
PATH10,N1,0
PRLineNum,N2,1
RESPONTIME,N2,1
Claim_Status_Description,N1,0
YEARID,N2,1
order_deliveries,N1,0
OVTG,N3,2
absebtry,N3,2
apjt,N3,2
fire,N1,0
GSTFEE,N3,2
PymNumOfPa,N2,1
playlist,N1,0
LinkAct_13,N2,1
WIPVARACC,N2,1
vrw4,N3,2
usedfltpl,N3,2
TEMPLATEID,N1,0
document_sections,N1,0
BINACTTYP,N2,1
chair_name,N1,0
JDTFIXEDF,N3,2
TotalExpns,N2,1
ResDag,N2,1
ewaybillno,N2,1
rounddifsy,N2,1
ISNEGLNQTY,N2,1
OHET,N3,2
COUNCIL_TAX,N1,0
menupage,N1,0
rpd12,N3,2
ItmBUseGrp,N2,1
ENTRYCOUNT,N1,0
op_19,N3,2
performer_id,N1,0
sortid,N1,0
ETHNICGROUP,N1,0
ftr2,N3,2
LNMLBRNCH,N2,1
CUSRPTNAME,N2,1
COMPNYADDR,N2,1
MAR,N2,1
Attr5Val,N3,2
SHIP_ID,N1,0
reqname,N2,1
lesson_date,N1,0
emailaddress,N1,0
SEQNO,N2,1
VerfVatMxD,N3,2
ECM2,N3,2
date_moved_in,N1,0
geo_estuary,N2,1
TPI3,N3,2
INC3,N3,2
SplitFBSh,N2,1
TRANSMISSION,N1,0
SGSTAPPLSC,N3,2
baseobj,N2,1
BOEIOFAMT,N3,2
cmi_cross_references,N2,1
MTOLERANCE,N2,1
PaidDctSc,N3,2
userchavat,N2,1
EnblBaseUn,N3,2
btmmrgn,N3,2
shownewmsg,N1,0
BlDirect,N2,1
fromcardco,N2,1
TotalCrdt,N2,1
FREIGHTYPE,N1,0
workshop,N1,0
c_match_fc,N2,1
YEARDAYS,N1,0
mrvref,N3,2
OPENTAXFC,N2,1
LOCTOTAL,N2,1
vpm1,N3,2
RPC12,N3,2
CARD_ID,N1,0
AECM,N3,2
Jurisd,N2,1
gasstations,N1,0
OMDC,N3,2
BZStSendID,N3,2
apchist,N3,2
PDN11,N3,2
ICDifExPe3,N3,2
syscnoedit,N2,1
Rounding,N1,0
chlndate,N2,1
capfactor3,N2,1
Traceable,N1,0
INCSingToV,N3,2
WizardName,N1,0
DAR2,N3,2
JEBYDIM5,N3,2
Students_in_Detention,N1,0
student_id,N1,0
credAmnt1,N2,1
lnintacct,N2,1
IsueToDate,N2,1
ipcconf3_alt,N2,1
shot_power,N1,0
DAMAGE,N1,0
crd1,N3,2
Descrip,N2,1
predatortax,N2,1
DateCalInt,N2,1
expref8,N3,2
GrsAmount,N2,1
DiscDate,N2,1
isconcurr,N2,1
num_of_component,N1,0
sample_collection_procedure id,N1,0
WheelBaseIN_from,N2,1
accphbudg,N3,2
Gross,N1,0
dflwts,N3,2
OUTSERI,N2,1
Reference_Collection,N1,0
death_city,N1,0
GCSOBTAINED,N3,2
RA,N3,2
SOURCE_FEATUREID,N1,0
DLN23,N3,2
EDITINGRID,N1,0
wdd2,N3,2
NxtPmntDat,N2,1
TOTALS,N1,0
DOC23,N3,2
FrmGSTN,N3,2
WORKSTREET,N1,0
X,N3,2
LENGTH_FEET,N1,0
ISStatProc,N2,1
ARCMExpAct,N3,2
CONDITION,N1,0
candexpr,N2,1
ALTTAXID,N2,1
GPC1,N3,2
NETVALUESC,N2,1
ENRLIGIONP,N2,1
BTWOBFmt,N3,2
EVENT_DETAILS,N1,0
gk_handling,N2,1
edrobtained,N2,1
BPPhone2,N2,1
IEI17,N3,2
sfc9,N3,2
INSPTYPE,N2,1
CGSOCRCOD4,N3,2
HOME_TEAM,N1,0
TITLES,N1,0
hero_attribute,N1,0
ResponseU,N2,1
trajdoc,N2,1
enbdunning,N2,1
year,N1,0
MAP,N1,0
SALESORDERHEADER,N1,0
outcome_details,N1,0
glpickmeth,N2,1
dfltvendpm,N3,2
most_popular_in,N1,0
aisc,N3,2
qrygroup9,N2,1
TLU_DATAACCESSLEVEL,N2,1
OBJECTC1,N3,2
NNSBCUFC,N3,2
DpsBankCod,N2,1
CPI12,N3,2
DATAKEY,N1,0
iei5,N3,2
bnk1,N3,2
odmw,N3,2
CHECKBOX2,N1,0
Procedures,N1,0
accreditation_type,N1,0
reconrule1,N2,1
xref_species_alternate_names,N2,1
RowId,N1,0
Destruction_Authorised_by_Employee_ID,N1,0
lstpwdcht,N3,2
COUNTQTYT1,N2,1
baseabsent,N2,1
PQT23,N3,2
ADMISDATE,N2,1
bba,N3,2
Phone2,N1,0
UWOR,N3,2
APC,N3,2
PostdCred,N2,1
ubtn,N3,2
RCPENTRY,N2,1
relcode,N2,1
PDN17,N3,2
INV28,N3,2
VOTES,N1,0
UNITCODE2,N1,0
OEI8,N3,2
totalblck,N2,1
OLTB,N3,2
img_obj,N3,2
acr3,N3,2
ChnCrdCon,N2,1
date_of_settlement,N1,0
taxidnum5,N2,1
NHDWaterbody_Shape_Index,N2,1
max_dew_point_f,N2,1
INDIVIDUAL_LAST_NAME,N1,0
SOI3,N3,2
wedding,N1,0
State_Name,N1,0
dprst,N3,2
ISCONCURR,N2,1
cpv11,N3,2
CHECKBOX1,N1,0
TfcId,N3,2
MAINTENANCE_CONTRACTS,N1,0
hourto,N1,0
paidgrssc,N3,2
dp,N3,2
ExRemarkHU,N3,2
BOECANCINS,N2,1
AirBagLocFrontId,N2,1
BIOD_QN,N3,2
INVTLEVEL,N2,1
maxvalid,N1,0
useracct,N2,1
BLOCK,N1,0
expandcons,N2,1
ISRELEVANT,N1,0
tprid,N3,2
linevats,N2,1
pb,N3,2
AUTHORITY,N1,0
CUMAMNTLC,N3,2
CheckBox1,N1,0
CONTAREA,N2,1
linkact_19,N2,1
grsweight,N2,1
BRAKESYSTEMDESC,N2,1
ONSEQCODE,N2,1
ConstCosts,N2,1
FGRED,N2,1
AWFQ,N3,2
dfactor,N2,1
STORE_PRODUCT,N1,0
DunAddr,N2,1
wvt5,N3,2
DISSELITEM,N2,1
orderblock,N1,0
transnum,N2,1
actbaseln,N2,1
IVLGENTRY,N3,2
oldusflife,N2,1
Attr7Abs,N3,2
mainbpl,N2,1
BELTLAPPOS,N2,1
StartDate,N1,0
INC6,N3,2
itemline,N1,0
todoc5nu,N2,1
draft,N1,0
GTSMAPNUM,N2,1
SHARE,N1,0
topoposition,N2,1
INVERT FAMILY,N2,1
KeyVal2,N2,1
MonthDays,N1,0
binattr6f,N3,2
CHILDMANUF,N2,1
TAXES,N1,0
TRAJDOC,N2,1
OIQR,N3,2
LASTMSGID,N1,0
RECITEMSBY,N2,1
ClsInTP,N3,2
SumFrstChk,N2,1
tdsapplsc,N3,2
ORGANIZATION_ID,N1,0
APYBSACTPV,N3,2
Participates_in,N1,0
parkassist,N1,0
ExpOfstAct,N3,2
CEDIVISION,N2,1
GPC1,N3,2
AgentCode,N1,0
reposted,N1,0
OPOS,N3,2
user_reviews,N1,0
IPF1,N3,2
VndNameCEE,N3,2
surnamesp,N2,1
BINATTR5TO,N3,2
tlu_tree_cond,N2,1
TDR1,N3,2
HISPANIC,N1,0
TAXENTRY,N1,0
OCLA,N3,2
auom,N3,2
MinOrder,N2,1
PostToDate,N1,0
ExecId,N2,1
EnblFromTo,N2,1
hh_id,N3,2
Weight2,N1,0
iscustproc,N2,1
Longitude,N1,0
sales,N1,0
acpa1,N3,2
CPV19,N3,2
huc2,N3,2
Phone_ID,N1,0
version_number,N1,0
actual_order_id,N1,0
wheelbasetype,N1,0
MINHEADCL,N2,1
artwork,N1,0
prr10,N3,2
WTType,N2,1
HANDCOPIES,N1,0
RETURN_DATE,N1,0
substtid,N2,1
HOSPGCSTIME,N3,2
REVRETACT,N2,1
CSTfCOFINS,N3,2
fldindex,N2,1
UDF5,N3,2
EnblMxComm,N3,2
sections,N1,0
BELTPRETENSIONINSP,N2,1
INC11,N3,2
mid,N3,2
TEMPDESC,N2,1
Level_of_membership,N1,0
lowest,N1,0
internlkey,N2,1
TASKID,N1,0
bnkbchdgts,N2,1
PTLEDGEGEN,N2,1
Confirmed4,N1,0
LnkRecnIns,N3,2
buslengthft,N2,1
DocNmMtd,N2,1
DistribM,N2,1
uic4,N3,2
MADECBASE,N2,1
eopbalance,N2,1
axlescount,N1,0
match_result,N1,0
TanCirNo,N2,1
OREDRNUM1,N2,1
ENINSURNUM,N2,1
kpivalue11,N3,2
Client_ID,N1,0
pymnumofpa,N2,1
ALGO,N2,1
MOTORCYCLESUSPENSIONTYPE,N1,0
VALUEQID,N2,1
ENTEREDBY,N1,0
equvatsumf,N3,2
oudo,N3,2
OWHC,N3,2
USERCLASSID,N2,1
AMRV,N3,2
PACT1,N3,2
CLOSEDQUOT,N2,1
DISTRBMTHD,N2,1
STADIUM_ID,N1,0
FGGREEN,N2,1
TIME_SLOT_ID,N1,0
dpo12,N3,2
CREATED,N1,0
CONTCTCODE,N2,1
FormMenuId,N1,0
instfixast,N2,1
CURCREDIT,N2,1
colldate,N2,1
paiddpm,N3,2
AttriInt41,N3,2
EFFORT,N1,0
countrycode,N1,0
checkbox9,N1,0
BRDRRED,N2,1
SumOfDpr,N2,1
JdtMemo,N2,1
Physician,N1,0
OLNG,N3,2
MOBILITY,N1,0
WTQ22,N3,2
graduation_college,N1,0
EMPLCOST,N2,1
CAIDUEDATE,N2,1
CsgstBAmt,N3,2
MiddleName,N1,0
NfmDescrip,N2,1
GPA4,N3,2
bagtype,N1,0
outcome_details,N1,0
ISSerPayMt,N3,2
enlist,N1,0
RPC26,N3,2
ToBinCode,N2,1
tuesday,N1,0
OLCT,N3,2
prusebptax,N3,2
VALNUMBER,N2,1
PTFNUM,N3,2
TBL_EDIT_LOG,N1,0
Hardware_Model_name,N1,0
CPI4,N3,2
bankBranNo,N2,1
rpd14,N3,2
ordered,N1,0
upload_date,N1,0
EnteredBy,N1,0
PrBrand,N2,1
qrygroup33,N2,1
MOVETO_1,N2,1
RateTotal,N1,0
binsbl3f,N3,2
CPVATID,N3,2
FixType,N1,0
undrpayar,N3,2
website,N1,0
RRR23,N3,2
blddlvryp,N3,2
DRN2,N3,2
excludewt,N2,1
HDOP,N3,2
PAYLINEID,N1,0
ATOMID09,N2,1
genes,N1,0
aph1,N3,2
ALTERNATE_TYPE,N1,0
RetireAPC,N2,1
CALCINTRST,N2,1
BUILDINGB,N2,1
TeamsPost,N1,0
_Left,N1,0
BNKBRANCH,N2,1
HEM7,N3,2
loser_ht,N2,1
abundancetext,N1,0
Loc_Type,N2,1
SONG,N1,0
watershed,N1,0
relatedto,N1,0
HIGHT_DEFINITION_TV,N1,0
cup,N3,2
supplier,N1,0
product_stock_number,N1,0
ESEnabled,N2,1
dlvrinvocs,N2,1
OEPE,N3,2
exemptcurr,N2,1
PERSONCREDITCARD,N1,0
date_became_customer,N1,0
bfnetdcnts,N3,2
expnscode,N2,1
RIN18,N3,2
AWTD,N3,2
ISNaTraImp,N3,2
MODIFYBY,N1,0
STREETS,N2,1
DATEVAUTOA,N2,1
VRW3,N3,2
streamlevel,N1,0
oei11,N3,2
MDP2,N3,2
RSC4,N3,2
G_LF,N3,2
PURFORMULA,N2,1
IGN15,N3,2
low_temperature,N1,0
CORRYEAR,N2,1
OCFL,N3,2
%_change_2007,N2,1
KeyFld_2_V,N3,2
MediaType,N1,0
GBIDATALEN,N3,2
wdbd1,N3,2
SUBWATERSHED,N1,0
VATRESNAME,N2,1
Cost,N1,0
AAAR,N3,2
chancecreationcrossingclass,N1,0
TIMEFORMAT,N1,0
RENTAL_DURATION,N1,0
CLUSTERID,N1,0
WorkOrder,N1,0
VatGourpSa,N2,1
GPTtlBasPr,N3,2
APJ1,N3,2
counttype,N1,0
TENANTID,N1,0
EWBGenType,N2,1
exchdiff,N2,1
HEM6,N3,2
bankcountr,N2,1
area_code_state,N1,0
VATTOTALSC,N3,2
msn1,N3,2
USECODE,N1,0
FormatFder,N2,1
SFI1,N3,2
Field1,N2,1
runtime,N1,0
RptChoice,N2,1
FinishDate,N1,0
CNTERPART,N2,1
IndName,N2,1
agar,N2,1
pymbnkiban,N3,2
shipment_tracking_number,N1,0
utmzone,N2,1
FIRE,N1,0
ToWH,N3,2
USEDFLTPL,N3,2
fiscalid,N1,0
baseamt,N2,1
BAGSTATUS,N1,0
TargetLoc,N2,1
suboption,N1,0
UPIRCETYPE,N2,1
wtname,N2,1
costoh,N2,1
state_province_county,N1,0
initref3ln,N2,1
DATE_PROBLEM_CLOSED,N1,0
BIRTH_PLACE,N1,0
VEHICLENO,N1,0
Postable,N1,0
End_Time,N1,0
invntsttus,N3,2
AppliedFC,N2,1
treetype,N1,0
BPTerrit,N2,1
handlertyp,N2,1
attnum,N2,1
onhandqty,N2,1
Organization_Contact_Individuals,N1,0
TBLFIELDDATAAMPHIBIANEGGMASSCOUNTS,N2,1
DummySig,N2,1
ISMULTIBP,N2,1
ptfdespt,N3,2
AIRBAGLOCSIDE,N2,1
qrygroup58,N2,1
BLOCKCOMM,N2,1
ORIGREGCRY,N2,1
CustSumFC,N2,1
ODWZ,N3,2
taxonexapf,N2,1
OREQ,N3,2
bri,N3,2
Institution,N1,0
incltitle,N2,1
RecBinEnab,N2,1
BALATYPE,N2,1
ochp,N3,2
expdpagree,N2,1
alphadoc,N2,1
ToSalsMan,N2,1
STATE_BASIN_NAME,N1,0
GLIntriAct,N3,2
proforma,N1,0
tie,N1,0
DEPARTMENT_DESCRIPTION,N1,0
ttlopninsc,N3,2
capfactor1,N2,1
VENDOR,N1,0
PcDocType,N2,1
TotalCif,N2,1
mlow,N3,2
ModObjKey,N2,1
SIZE,N1,0
GoalValue,N1,0
