native_identifier,table_or_column,source_database,native_naturalness,N1_identifier,N2_identifier,N3_identifier
AttriInt37,column,SBODemoUS,N3,attribute_37,Attr_37,AttriInt37
AttriInt38,column,SBODemoUS,N3,attribute_38,Attr_38,AttriInt38
AttriInt39,column,SBODemoUS,N3,attribute_39,Attr_39,AttriInt39
AttriInt40,column,SBODemoUS,N3,attribute_40,Attr_40,AttriInt40
AttriInt41,column,SBODemoUS,N3,attribute_41,Attr_41,AttriInt41
AttriInt42,column,SBODemoUS,N3,attribute_42,attr_42,AttriInt42
AttriPr55,column,SBODemoUS,N3,attribute_55,attr_55,AttriPr55
AttriPr56,column,SBODemoUS,N3,attribute_56,Attr_56,AttriPr56
AttriPr57,column,SBODemoUS,N3,attribute_57,Attr_57,AttriPr57
AttriPr58,column,SBODemoUS,N3,attribute_58,attr_58,AttriPr58
AttriPr59,column,SBODemoUS,N3,attribute_59,attr_59,AttriPr59
AttriQTY60,column,SBODemoUS,N3,attribute_60,attr_60,AttriQTY60
AttriQTY61,column,SBODemoUS,N3,attribute_61,attr_61,AttriQTY61
AttriQTY62,column,SBODemoUS,N3,attribute_62,attr_62,AttriQTY62
AttriQTY63,column,SBODemoUS,N3,attribute_63,attr_63,AttriQTY63
AttriQTY64,column,SBODemoUS,N3,attribute_64,attr_64,AttriQTY64
AttriTxt1,column,SBODemoUS,N3,attribute_1,Attr_1,AttriTxt1
AttriTxt10,column,SBODemoUS,N3,attribute_10,Attr_10,AttriTxt10
AttriTxt11,column,SBODemoUS,N3,attribute_11,attr_11,AttriTxt11
AttriTxt12,column,SBODemoUS,N3,attribute_12,Attr_12,AttriTxt12
AttriTxt13,column,SBODemoUS,N3,attribute_13,Attr_13,AttriTxt13
AttriTxt14,column,SBODemoUS,N3,attribute_14,Attr_14,AttriTxt14
AttriTxt15,column,SBODemoUS,N3,attribute_15,Attr_15,AttriTxt15
AttriTxt16,column,SBODemoUS,N3,attribute_16,Attr_16,AttriTxt16
AttriTxt17,column,SBODemoUS,N3,attribute_17,Attr_17,AttriTxt17
AttriTxt18,column,SBODemoUS,N3,attribute_18,Attr_18,AttriTxt18
AttriTxt19,column,SBODemoUS,N3,attribute_19,Attr_19,AttriTxt19
AttriTxt2,column,SBODemoUS,N3,attribute_2,Attr_2,AttriTxt2
AttriTxt20,column,SBODemoUS,N3,attribute_20,Attr_20,AttriTxt20
AttriTxt21,column,SBODemoUS,N3,attribute_21,Attr_21,AttriTxt21
AttriTxt22,column,SBODemoUS,N3,attribute_22,Attr_22,AttriTxt22
AttriTxt23,column,SBODemoUS,N3,attribute_23,Attr_23,AttriTxt23
AttriTxt24,column,SBODemoUS,N3,attribute_24,Attr_24,AttriTxt24
AttriTxt25,column,SBODemoUS,N3,attribute_25,Attr_25,AttriTxt25
AttriTxt26,column,SBODemoUS,N3,attribute_26,Attr_26,AttriTxt26
AttriTxt27,column,SBODemoUS,N3,attribute_27,attr_27,AttriTxt27
AttriTxt28,column,SBODemoUS,N3,attribute_28,Attr_28,AttriTxt28
AttriTxt29,column,SBODemoUS,N3,attribute_29,Attr_29,AttriTxt29
AttriTxt3,column,SBODemoUS,N3,attribute_3,Attr_3,AttriTxt3
AttriTxt30,column,SBODemoUS,N3,attribute_30,Attr_30,AttriTxt30
AttriTxt31,column,SBODemoUS,N3,attribute_31,attr_31,AttriTxt31
AttriTxt32,column,SBODemoUS,N3,attribute_32,Attr_32,AttriTxt32
AttriTxt4,column,SBODemoUS,N3,attribute_4,Attr_4,AttriTxt4
AttriTxt5,column,SBODemoUS,N3,attribute_5,Attr_5,AttriTxt5
AttriTxt6,column,SBODemoUS,N3,attribute_6,Attr_6,AttriTxt6
AttriTxt7,column,SBODemoUS,N3,attribute_7,attr_7,AttriTxt7
AttriTxt8,column,SBODemoUS,N3,attribute_8,Attr_8,AttriTxt8
AttriTxt9,column,SBODemoUS,N3,attribute_9,attr_9,AttriTxt9
AttributeT,column,SBODemoUS,N2,attribute_type,AttributeT,AttrT
AddrTypeW,column,SBODemoUS,N2,work_address_type,AddrTypeW,ATW
AqcsTax,column,SBODemoUS,N2,acquisition_tax,AqcsTax,ATx
AcctType,column,SBODemoUS,N2,accountType,AcctType,ATyp
AddiUnit,column,SBODemoUS,N2,additional_amount_period,AddiUnit,AddiU
AttendUser,column,SBODemoUS,N1,AttendUser,AtndUsr,AtndU
AutoUpdate,column,SBODemoUS,N1,AutoUpdate,AutoUpdt,AU
AUGP,table,SBODemoUS,N3,unit_of_measure_group_A,Uom_Grp_P,AUGP
AUOM,table,SBODemoUS,N3,unit_of_measure_master_data_A,uom_mstr_data_A,AUOM
AltVal,column,SBODemoUS,N2,alternative_valid_value,AltVal,AltV
ArgValue,column,SBODemoUS,N2,argument_value,ArgValue,ArgV
AssblValue,column,SBODemoUS,N2,assessable_value,AssblValue,AsbV
ApplyVAT,column,SBODemoUS,N2,apply_value_added_tax,ApplyVAT,ApVAT
AutoVAT,column,SBODemoUS,N2,automatic_tax,AutoVAT,AuVAT
AWHS,table,SBODemoUS,N3,warehouses_history,wrhse_history,AWHS
AWO1,table,SBODemoUS,N3,production_order_rows_history,prod_ord_rows_hist,AWO1
AWOR,table,SBODemoUS,N3,production_order_history,prod_ord_hist,AWOR
AutoWT,column,SBODemoUS,N2,automatic_withholding_tax,AutoWT,AWT
AttachXML,column,SBODemoUS,N2,attach_xml,AttachXML,AXML
BankCode,column,SBODemoUS,N1,BankCode,BnkCode,B_Cd
BaseEntry,column,SBODemoUS,N1,BaseEntry,BseEntry,B_Entry
BatchFrom,column,SBODemoUS,N1,BatchFrom,BtchFrm,B_Frm
BudgetId,column,SBODemoUS,N1,BudgetId,BdgtId,BdId
BaseId,column,SBODemoUS,N1,BaseId,BId,B_Id
BankKey,column,SBODemoUS,N1,BankKey,BnkKey,B_Key
BoxMember,column,SBODemoUS,N1,BoxMember,BxMmbr,B_Mbr
BankName,column,SBODemoUS,N1,BankName,Bnk_Nm,Bk_N
BranchName,column,SBODemoUS,N1,BranchName,Brnch_Nm,Br_N
BatchNum,column,SBODemoUS,N1,BatchNum,Btch_Num,bc_N
BirthState,column,SBODemoUS,N1,BirthState,BrthSt,B_St
BeginTime,column,SBODemoUS,N1,BeginTime,BgnTime,B_Tm
BatchTo,column,SBODemoUS,N1,BatchTo,BtchTo,B_To
Break1,column,SBODemoUS,N1,Break1,Brk1,B1
Box1099,column,SBODemoUS,N1,Box1099,Bx1099,B1099
BWdth1Unit,column,SBODemoUS,N2,width_1_unit_purchasing,BWdth1Unit,B1U
B1Version,column,SBODemoUS,N2,b1_version,B1Version,B1V
Break2,column,SBODemoUS,N1,Break2,Brk2,B2
BWdth2Unit,column,SBODemoUS,N2,width_2_unit_purchasing,BWdth2Unit,BWd2U
BWght2Unit,column,SBODemoUS,N2,weight_2_unit_for_purchasing,BWght2Unit,BWt2U
Break3,column,SBODemoUS,N1,Break3,Brk3,B3
BinAbs,column,SBODemoUS,N2,bin_internal_number,BinAbs,BA
BinActivat,column,SBODemoUS,N2,has_whse_bin_activated,BinActivat,B_act
BA_AP_From,column,SBODemoUS,N3,ap_blanket_agreement_from,ap_blanket_agr_from,BA_AP_From
BA_AP_To,column,SBODemoUS,N3,ap_blanket_agreement_to,ap_blnkt_agrmt_to,BA_AP_To
BA_AR_From,column,SBODemoUS,N3,ar_blanket_agreement_from,ar_blanket_agr_from,BA_AR_From
BA_AR_To,column,SBODemoUS,N3,ar_blanket_agreement_to,ar_blnk_agr_to,BA_AR_To
BatAttr1T,column,SBODemoUS,N2,batch_attribute_1_to,BatAttr1T,BA1T
BatAttr2T,column,SBODemoUS,N2,batch_attribute_2_to,BatAttr2T,BA2T
BaseAbs,column,SBODemoUS,N2,base_document_number_abs,BaseAbs,BAbs
BaseAtCard,column,SBODemoUS,N1,BaseAtCard,BsAtCrd,BAC
BnkAccount,column,SBODemoUS,N2,bankAccount,BnkAccount,B_Acc
bankAcount,column,SBODemoUS,N1,bankAcount,BnkAcnt,BAcc
BaseAbsEnt,column,SBODemoUS,N2,base_document_reference,BaseAbsEnt,BAE
BAFrom,column,SBODemoUS,N2,blanket_agreement_from,BAFrom,BAF
BaseAmntFC,column,SBODemoUS,N2,base_amount_functional_currency,BaseAmntFC,BAFC
BaseApldFC,column,SBODemoUS,N2,applied_base_amount_functional_currency,BaseApldFC,A_BAFC
BlAgreem,column,SBODemoUS,N2,blanket_agreement_checkbox,BlAgreem,BAgrm
BoeAgent,column,SBODemoUS,N2,bill_of_exchange_agent,BoeAgent,BAgt
BnkActKey,column,SBODemoUS,N2,bank_account_internal_id,BnkActKey,BA_K
BankActKey,column,SBODemoUS,N1,BankActKey,BnkActKy,BAK
Balance,column,SBODemoUS,N1,Balance,Bal,Bal
BalanceA,column,SBODemoUS,N2,account_balance_allowed,BalanceA,BalA
BalanceAcc,column,SBODemoUS,N2,balance_account,BalanceAcc,BalAcc
BalanceAct,column,SBODemoUS,N2,balanceAccount,BalanceAct,BalAct
BalanceFC,column,SBODemoUS,N2,business_partner_balance_in_functional_currency,BalanceFC,BalFC
BaseAmnt,column,SBODemoUS,N2,base_amount,BaseAmnt,B_Amt
BaseAmt,column,SBODemoUS,N2,baseAmount,BaseAmt,BAmt
BaseAmntSC,column,SBODemoUS,N2,base_amount_system_currency,BaseAmntSC,BAmtSC
BnkAccNo,column,SBODemoUS,N2,bank_account_number,BnkAccNo,BAN
BaseApldSC,column,SBODemoUS,N2,applied_base_amount_sc,BaseApldSC,BAS
BaseArrTyp,column,SBODemoUS,N2,base_array_type,BaseArrTyp,BAT
BATo,column,SBODemoUS,N3,blanket_agreement_to,blnk_agrmt_to,BATo
BlockB,column,SBODemoUS,N2,block_B,BlockB,BB
BrdrBlue,column,SBODemoUS,N2,border_blue,BrdrBlue,b_Bl
bankBranch,column,SBODemoUS,N1,bankBranch,BnkBrch,bBch
bankBranNo,column,SBODemoUS,N2,bank_branch_number,bankBranNo,BBN
BarCode,column,SBODemoUS,N1,BarCode,Bcde,BrC
BinCode,column,SBODemoUS,N1,BinCode,BnCd,BnC
BosCode,column,SBODemoUS,N2,box_set_code,BosCode,BxSC
brthCountr,column,SBODemoUS,N2,country_of_birth,brthCountr,bth_Ct
BirthCity,column,SBODemoUS,N1,BirthCity,BthCity,bth_cy
BoxCode,column,SBODemoUS,N1,BoxCode,BxCode,BxC
BnkChgAct,column,SBODemoUS,N2,bank_charge_account,BnkChgAct,BCA
BCACode,column,SBODemoUS,N2,bank_charges_allocation_codes,BCACode,BCAcd
BPCardCode,column,SBODemoUS,N2,business_partner_card_code,BPCardCode,BCC
BnkCode,column,SBODemoUS,N2,bank_code,Bnk_Code,BCd
BcdCode,column,SBODemoUS,N2,bar_code_code,BcdCode,BcdCd
BcdEntry,column,SBODemoUS,N2,barcode_abs_entry,BcdEntry,BcdEnt
BcdEntDft,column,SBODemoUS,N3,default_bar_code_entry,dflt_bar_code_entry,BcdEntDft
BcdName,column,SBODemoUS,N2,bar_code_name,BcdName,BcdNm
BCodeDateV,column,SBODemoUS,N2,bank_code_datev,BCodeDateV,BCDv
BcgPcnt,column,SBODemoUS,N3,bank_charge_rate,bnk_chrg_rt,BcgPcnt
BcgPmnt,column,SBODemoUS,N3,payment_amount_bcg,pmt_amt_bcg,BcgPmnt
BcgPmntFc,column,SBODemoUS,N3,payment_amount_functional_currency,Pmt_Amt_FC,BcgPmntFc
BcgPmntSc,column,SBODemoUS,N3,payment_amount_system_currency,Pmt_Amt_SC,BcgPmntSc
BcgSum,column,SBODemoUS,N3,bank_charges_amount,bnk_chrg_amt,BcgSum
BcgSumFC,column,SBODemoUS,N3,bank_charges_amount_functional_currency,bnk_chrgs_amt_fc,BcgSumFC
BcgSumSy,column,SBODemoUS,N3,bank_charges_amount_sc,Bnk_Chrg_Amt_SC,BcgSumSy
BcgTaxSumF,column,SBODemoUS,N3,bank_charge_tax_amount_functional_currency,Bnk_Chrg_Tax_Amt_FC,BcgTaxSumF
BcgTaxSumS,column,SBODemoUS,N3,bank_charge_tax_amount_sc,Bnk_Chrg_Tax_Amt_Sc,BcgTaxSumS
BcgVatGrp,column,SBODemoUS,N3,bank_charge_tax_group,Bnk_Chrg_Tax_Grp,BcgVatGrp
BcgVatPcnt,column,SBODemoUS,N3,bank_charge_tax_percentage,bnk_chrg_tax_pct,BcgVatPcnt
Branch,column,SBODemoUS,N1,Branch,Brnch,Bch
BranchChk,column,SBODemoUS,N2,branch_check_digit,BranchChk,BChk
BoeCancIns,column,SBODemoUS,N2,bill_of_exchange_cancel_instruction,BoeCancIns,BCI
BankCtlKey,column,SBODemoUS,N2,bank_control_number,BankCtlKey,BCK
BackOrdr,column,SBODemoUS,N2,allow_backorder,BackOrdr,BckOrdr
BlkCredMmo,column,SBODemoUS,N2,block_create_credit_memo_target,BlkCredMmo,BCM
BnkCountr,column,SBODemoUS,N2,manual_line_bank_country,BnkCountr,BCntr
BnkCntry,column,SBODemoUS,N2,pay_to_bank_country,BnkCntry,BCntry
BSRCode,column,SBODemoUS,N2,bsr_code,BSRCode,BCode
BaseCard,column,SBODemoUS,N1,BaseCard,BseCard,BCrd
BarcodeRep,column,SBODemoUS,N2,barcode_representation,BarcodeRep,BcRep
BoeCurrSta,column,SBODemoUS,N2,bill_of_exchange_current_status,BoeCurrSta,BCS
BCStandard,column,SBODemoUS,N2,barcode_standard,BCStandard,BCStd
BNKCounter,column,SBODemoUS,N2,bank_counter,BNKCounter,BCtr
BalCurr,column,SBODemoUS,N2,balance_currency,BalCurr,Bl_Cur
BaseCurr,column,SBODemoUS,N2,base_currency,BaseCurr,Bs_Cur
BlockDunn,column,SBODemoUS,N2,block_dunning,BlockDunn,B_dn
Brand,column,SBODemoUS,N1,Brand,Brnd,Brn
BirthDate,column,SBODemoUS,N1,BirthDate,BrthDt,B_dt
BaseDate,column,SBODemoUS,N1,BaseDate,BseDt,Bs_dt
BaseDue,column,SBODemoUS,N1,BaseDue,BseDue,Bs_du
ByDate,column,SBODemoUS,N1,ByDate,ByDt,By_d
BoeDisAmnt,column,SBODemoUS,N2,bill_of_exchange_discount_amount,BoeDisAmnt,BDA
BalDueCred,column,SBODemoUS,N2,balance_due_credit,BalDueCred,BDC
BgdCode,column,SBODemoUS,N2,division_code,BgdCode,BdCd
BalDueDeb,column,SBODemoUS,N2,balance_due_debit,BalDueDeb,bl_d_dbt
BoeDueDate,column,SBODemoUS,N2,bill_of_exchange_due_date,BoeDueDate,bl_du_dt
BsDocDate,column,SBODemoUS,N2,base_posting_date,BsDocDate,BDD
BoeDDFrom,column,SBODemoUS,N2,bill_of_exchange_due_date_from,BoeDDFrom,BDDF
BoeDDTo,column,SBODemoUS,N2,bill_of_exchange_due_date_to,BoeDDTo,BDDT
BaseDocEn,column,SBODemoUS,N2,base_document_abs_entry,BaseDocEn,BDE
BDEnabled,column,SBODemoUS,N2,frame_enabled,BDEnabled,BDEnbld
BuildDesc,column,SBODemoUS,N2,build_descriptor,BuildDesc,BDesc
BankDet,column,SBODemoUS,N2,check_bank_details,BankDet,BDet
BaseDiscFc,column,SBODemoUS,N2,base_discount_functional_currency,BaseDiscFc,BDFc
BnkDflt,column,SBODemoUS,N2,default_bank,BnkDflt,BDflt
BudegetId,column,SBODemoUS,N1,BudegetId,BudgtId,Bdg_I
BalDirect,column,SBODemoUS,N2,balance_direction,BalDirect,BDirect
BoeDll,column,SBODemoUS,N2,bar_code_dll,BoeDll,BDll
BaseDocNum,column,SBODemoUS,N2,base_document_number,BaseDocNum,BDN
BaseDocDat,column,SBODemoUS,N2,base_document_date,BaseDocDat,BDocDt
BaseDiscPr,column,SBODemoUS,N2,base_discount_percentage,BaseDiscPr,BDP
BaseDiscSc,column,SBODemoUS,N2,base_discount_sc,BaseDiscSc,BD_SC
BfDcntSum,column,SBODemoUS,N2,amount_before_discount,BfDcntSum,BDS
BaseDisc,column,SBODemoUS,N2,base_discount_lc,BaseDisc,BDsc
BaseDocTyp,column,SBODemoUS,N2,base_document_type,BaseDocTyp,BDT
BlncDue,column,SBODemoUS,N2,balance_due,BlncDue,BDue
BoEDate,column,SBODemoUS,N2,bill_of_exchange_date,BoEDate,BED
BoEDiscnt,column,SBODemoUS,N2,customer_bill_of_exchange_discounted,BoEDiscnt,BEDscnt
BoEKey,column,SBODemoUS,N2,bill_of_exchange_key,BoEKey,BEK
BoEStatus,column,SBODemoUS,N2,bill_of_exchange_status,BoEStatus,BES
BExpVal,column,SBODemoUS,N2,base_freight_value,BExpVal,BEV
BoeFineAmt,column,SBODemoUS,N2,bill_of_exchange_fine_amount,BoeFineAmt,BFA
BalFcCred,column,SBODemoUS,N2,balance_due_functional_currency_credit,BalFcCred,BFC
BalFcDeb,column,SBODemoUS,N2,balance_due_functional_currency_debit,BalFcDeb,BFD
BfDcntSumF,column,SBODemoUS,N3,amount_before_discount_functional_currency,Amt_Bfr_Disc_FC,BfDcntSumF
BfDcntSumS,column,SBODemoUS,N3,amount_before_discount_sc,Amt_Bfr_Disc_Sc,BfDcntSumS
BfNetDcntF,column,SBODemoUS,N3,net_amount_before_discount_functional_currency,net_amt_bfr_disc_fc,BfNetDcntF
BfNetDcntS,column,SBODemoUS,N3,net_amount_before_discount_sc,NetAmt_Bfr_Disc_SC,BfNetDcntS
BFType,column,SBODemoUS,N2,business_flow_type,BFType,BFT
BGBlue,column,SBODemoUS,N2,background_blue,BGBlue,BGBle
BgdName,column,SBODemoUS,N2,budget_name,BgdName,BgdNm
BGEnabled,column,SBODemoUS,N2,background_enabled,BGEnabled,BGE
BGGreen,column,SBODemoUS,N2,background_green,BGGreen,BGGn
BaseGrpNum,column,SBODemoUS,N2,base_group_number,BaseGrpNum,BGN
BrdrGreen,column,SBODemoUS,N2,border_green,BrdrGreen,B_grn
BGRed,column,SBODemoUS,N2,background_red,BGRed,BGRd
Budget,column,SBODemoUS,N1,Budget,Bdgt,Bgt
BGT1,table,SBODemoUS,N3,budget_rows,bgt_rows,BGT1
BHeight1,column,SBODemoUS,N2,height_1_purchasing_unit,BHeight1,BH1
BHeight2,column,SBODemoUS,N2,height_2_purchasing_unit,BHeight2,BH2
BHght1Unit,column,SBODemoUS,N2,height_1_unit_purchasing,BHght1Unit,BHU1
BHght2Unit,column,SBODemoUS,N2,height_2_unit_for_purchasing,BHght2Unit,BHU2
BoeIntrAm,column,SBODemoUS,N2,bill_of_exchange_interest_amount,BoeIntrAm,BIA
BalInvntAc,column,SBODemoUS,N2,inventory_account_balance,BalInvntAc,BIAc
BoeIntrstD,column,SBODemoUS,N2,bill_of_exchange_interest_date,BoeIntrstD,BOE_ID
BudgId,column,SBODemoUS,N2,budget_key,BudgId,BId
BIK,column,SBODemoUS,N3,bank_identification_key,bnk_id_key,BIK
Bill,column,SBODemoUS,N1,Bill,Bl,Bil
BinAttr10F,column,SBODemoUS,N3,bin_attribute_10_from,bin_attr_10_frm,BinAttr10F
BinAttr10T,column,SBODemoUS,N3,bin_attribute_10_to,bin_attr_10_to,BinAttr10T
BinAttr1F,column,SBODemoUS,N3,bin_attribute_1_from,bin_attr_1_frm,BinAttr1F
BinAttr1To,column,SBODemoUS,N3,bin_attribute_1_to,bin_attr_1_to,BinAttr1To
BinAttr2F,column,SBODemoUS,N3,bin_attribute_2_from,bin_attr_2_frm,BinAttr2F
BinAttr2To,column,SBODemoUS,N3,bin_attribute_2_to,bin_attr_2_to,BinAttr2To
BinAttr3F,column,SBODemoUS,N3,bin_attribute_3_from,bin_attr_3_frm,BinAttr3F
BinAttr3To,column,SBODemoUS,N3,bin_attribute_3_to,bin_attr_3_to,BinAttr3To
BinAttr4F,column,SBODemoUS,N3,bin_attribute_4_from,bin_attr_4_frm,BinAttr4F
BinAttr4To,column,SBODemoUS,N3,bin_attribute_4_to,bin_attr_4_to,BinAttr4To
BinAttr5F,column,SBODemoUS,N3,bin_attribute_5_from,bin_attr_5_frm,BinAttr5F
BinAttr5To,column,SBODemoUS,N3,bin_attribute_5_to,bin_attr_5_to,BinAttr5To
BinAttr6F,column,SBODemoUS,N3,bin_attribute_6_from,bin_attr_6_frm,BinAttr6F
BinAttr6To,column,SBODemoUS,N3,bin_attribute_6_to,bin_attr_6_to,BinAttr6To
BinAttr7F,column,SBODemoUS,N3,bin_attribute_7_from,bin_attr_7_frm,BinAttr7F
BinAttr7To,column,SBODemoUS,N3,bin_attribute_7_to,bin_attr_7_to,BinAttr7To
BinAttr8F,column,SBODemoUS,N3,bin_attribute_8_from,bin_attr_8_frm,BinAttr8F
BinAttr8To,column,SBODemoUS,N3,bin_attribute_8_to,bin_attr_8_to,BinAttr8To
BinAttr9F,column,SBODemoUS,N3,bin_attribute_9_from,bin_attr_9_frm,BinAttr9F
BinAttr9To,column,SBODemoUS,N3,bin_attribute_9_to,bin_attr_9_to,BinAttr9To
BinSbl1F,column,SBODemoUS,N3,bin_sublevel_1_from,bin_sublvl_1_frm,BinSbl1F
BinSbl1To,column,SBODemoUS,N3,bin_sublevel_1_to,bin_sublvl_1_to,BinSbl1To
BinSbl2F,column,SBODemoUS,N3,bin_sublevel_2_from,bin_sublvl_2_frm,BinSbl2F
BinSbl2To,column,SBODemoUS,N3,bin_sublevel_2_to,bin_sublvl_2_to,BinSbl2To
BinSbl3F,column,SBODemoUS,N3,bin_sublevel_3_from,bin_sublvl_3_frm,BinSbl3F
BinSbl3To,column,SBODemoUS,N3,bin_sublevel_3_to,bin_sublvl_3_to,BinSbl3To
BinSbl4F,column,SBODemoUS,N3,bin_sublevel_4_from,bin_sublvl_4_frm,BinSbl4F
BinSbl4To,column,SBODemoUS,N3,bin_sublevel_4_to,bin_sublvl_4_to,BinSbl4To
BISR,column,SBODemoUS,N3,bisr,Bisr,BISR
BankFrom,column,SBODemoUS,N1,BankFrom,BnkFrm,BkFm
BankTo,column,SBODemoUS,N1,BankTo,BnkTo,BkTo
BaseLine,column,SBODemoUS,N1,BaseLine,BsLn,BL
BLength1,column,SBODemoUS,N2,length_1_purchase_unit,BLength1,BL1
Blength2,column,SBODemoUS,N2,length_2_purchase_unit,Blength2,Bl2
Building,column,SBODemoUS,N1,Building,Bldg,Bldg
BuildingB,column,SBODemoUS,N2,building_floor_room,BuildingB,BldgB
BuildingS,column,SBODemoUS,N1,BuildingS,BldgS,BldgS
BLen1Unit,column,SBODemoUS,N3,length_1_unit_purchasing,len_1_unit_purch,BLen1Unit
BLen2Unit,column,SBODemoUS,N3,length_2_unit_purchasing,L2_Unit_Purch,BLen2Unit
BinLocFrom,column,SBODemoUS,N2,bin_location_from,BinLocFrom,BLF
Block,column,SBODemoUS,N1,Block,Blk,Blk
BlockComm,column,SBODemoUS,N2,block_sending_marketing,BlockComm,BlkComm
BlockNum,column,SBODemoUS,N2,block_number,BlockNum,BlkNum
BlockS,column,SBODemoUS,N2,block_S,BlockS,BlkS
BaseLinNum,column,SBODemoUS,N2,base_row_number,BaseLinNum,BLNum
BaseLnNum,column,SBODemoUS,N2,base_document_line_number,BaseLnNum,BLinN
BalanceSys,column,SBODemoUS,N2,account_balance_in_sc,BalanceSys,BlnSys
BinLocTo,column,SBODemoUS,N2,bin_location_to,BinLocTo,BLT
BoeMovCode,column,SBODemoUS,N2,bill_of_exchange_movement_code,BoeMovCode,BMC
BMargin,column,SBODemoUS,N2,bottom_margin,BMargin,BMgn
BlocManPos,column,SBODemoUS,N2,block_manual_posting,BlocManPos,BMP
BASE_NUM,column,SBODemoUS,N2,base_price_list,BASE_NUM,Bnum
BoeNum,column,SBODemoUS,N2,bill_of_exchange_number,BoeNum,BOEN
BasNumAtCr,column,SBODemoUS,N2,base_reference_vendor_reference_number,BasNumAtCr,BNAC
BfNetDcnt,column,SBODemoUS,N2,net_amount_before_discount,BfNetDcnt,BND
BNegAVal,column,SBODemoUS,N3,base_negative_adjustment_amount,base_neg_adj_amt,BNegAVal
BlcNunFrom,column,SBODemoUS,N2,block_number_from,BlcNunFrom,BNFr
BoeNumFrom,column,SBODemoUS,N2,bill_of_exchange_number_from,BoeNumFrom,BOE_NF
BankAccou,column,SBODemoUS,N2,bank_account,BankAccou,BnkAcc
BanckAcct,column,SBODemoUS,N2,deposit_account,BanckAcct,B_Acct
BankAcct,column,SBODemoUS,N2,bank_transfer_account,BankAcct,BnkAcct
BnkBranch,column,SBODemoUS,N2,bank_branch,BnkBranch,BnkBrch
BankCountr,column,SBODemoUS,N2,bankCountry,BankCountr,BnkCntr
BankCollec,column,SBODemoUS,N2,bank_on_collection,BankCollec,BnkCol
BnkCountry,column,SBODemoUS,N2,bank_country,BnkCountry,BnkCtry
BankDiscou,column,SBODemoUS,N2,bank_on_discounted,BankDiscou,BnkDsc
BankNum,column,SBODemoUS,N2,bank_number,BankNum,BnkNum
BankTransf,column,SBODemoUS,N2,payment_bank_transfer,BankTransf,BnkTrf
BnkTrnsPmM,column,SBODemoUS,N3,bank_transfer_payment_terms,bnk_trnsfr_pmt_trms,BnkTrnsPmM
BlcNunTo,column,SBODemoUS,N2,block_number_to,BlcNunTo,BNT
BoeNumTo,column,SBODemoUS,N2,bill_of_exchange_number_to,BoeNumTo,BOE_NT
BackOrder,column,SBODemoUS,N1,BackOrder,BckOrd,BO
BlockOut,column,SBODemoUS,N1,BlockOut,BlkOut,Bl_O
BaseObj,column,SBODemoUS,N2,base_object,BaseObj,BObj
BnkOpCode,column,SBODemoUS,N2,bank_operation_code_list,BnkOpCode,BO_Cd
BoeOccCode,column,SBODemoUS,N2,bill_of_exchange_occurrence_code,BoeOccCode,BOC
BOEAbs,column,SBODemoUS,N3,bill_of_exchange_key_ABS,boe_key,BOEAbs
BoeAcc,column,SBODemoUS,N3,bill_of_exchange_account,boe_acct,BoeAcc
BoeDiscD,column,SBODemoUS,N3,bill_of_exchange_discount_date,boe_disc_date,BoeDiscD
BoeFineD,column,SBODemoUS,N3,boe_fine_date,BFD,BoeFineD
BoeIOFAmt,column,SBODemoUS,N3,bill_of_exchange_iof_amount,boe_iof_amt,BoeIOFAmt
BoEOnClct,column,SBODemoUS,N3,bill_of_exchange_on_collection,BOE_Collection,BoEOnClct
BoePmnMn,column,SBODemoUS,N3,bill_of_exchange_payment_method,BOE_Pmt_Mthd,BoePmnMn
BoEPrsnt,column,SBODemoUS,N3,customer_boe_presentation,cust_boe_pres,BoEPrsnt
BoePtfID,column,SBODemoUS,N3,bill_of_exchange_internal_portfolio_id,boe_int_port_id,BoePtfID
BoeSumFC,column,SBODemoUS,N3,bill_of_exchange_amount_functional_currency,BOE_Amt_FC,BoeSumFC
BoeSumSC,column,SBODemoUS,N3,bill_of_exchange_amount_sc,BOE_Amt_SC,BoeSumSC
BoeOurNum,column,SBODemoUS,N2,our_number_next_boe,BoeOurNum,BON
BaseOpnQty,column,SBODemoUS,N1,BaseOpnQty,BseOpnQty,BOQ
BaseObjTyp,column,SBODemoUS,N2,base_object_type,BaseObjTyp,BOT
BirthPlace,column,SBODemoUS,N1,BirthPlace,BrthPlc,Br_pl
BasePrice,column,SBODemoUS,N1,BasePrice,BsePrc,BP
BpAct,column,SBODemoUS,N2,business_partner_account,BpAct,BpA
BPBillAddr,column,SBODemoUS,N2,business_partner_bill_to_address,BPBillAddr,BPBA
BPBillCode,column,SBODemoUS,N2,business_partner_bill_to_code,BPBillCode,BPBC
BPCode,column,SBODemoUS,N2,business_partner_code,BPCode,BPC
BPProjCode,column,SBODemoUS,N2,business_partner_project_code,BPProjCode,BPPC
BPChCode,column,SBODemoUS,N2,business_partner_channel_code,BPChCode,BPCd
BPCellular,column,SBODemoUS,N2,business_partner_mobile_phone_number,BPCellular,BPClr
BPChCntc,column,SBODemoUS,N2,business_partner_channel_contact_person,BPChCntc,BPCntc
BPContact,column,SBODemoUS,N2,business_partner_contact_person,BPContact,BPCntct
